program_id,director_id
s2864,3569
s2865,1651
s2866,4916
s2867,4090
s2868,666
s2874,4727
s2877,2582
s2877,3245
s2878,226
s2878,3061
s2878,1398
s2878,3212
s2878,1386
s2879,4657
s2880,4857
s2882,1034
s2883,3389
s2885,3474
s2886,4236
s2887,1944
s2888,3929
s2890,4713
s2891,3154
s2896,3402
s2897,1997
s2898,1165
s2899,4352
s2900,2699
s2902,4659
s2904,359
s2905,3716
s2906,3494
s2907,4710
s2908,3599
s2909,1952
s2910,496
s2912,3878
s2912,4871
s2913,3965
s2914,3067
s2915,3433
s2916,691
s2917,465
s2919,807
s2920,4531
s2920,4048
s2920,2819
s2924,3507
s2924,821
s2925,3555
s2925,293
s2926,3094
s2929,583
s2929,2294
s2930,318
s2931,306
s2933,323
s2934,2617
s2935,2765
s2936,4252
s2937,2589
s2940,2001
s2941,2578
s2944,1930
s2947,492
s2947,384
s2948,1882
s2949,2331
s2949,2027
s2950,3300
s2950,62
s2951,1835
s2952,3933
s2953,1631
s2955,1997
s2956,219
s2957,4910
s2958,4353
s2961,3865
s2962,217
s2963,4601
s2964,1356
s2969,1491
s2970,4353
s2971,1750
s2973,1984
s2974,3450
s2976,2607
s2979,4257
s2982,1128
s2986,3781
s2987,1667
s2988,4831
s2988,126
s2989,2298
s2989,2305
s2990,918
s2991,2206
s2996,734
s2997,187
s3000,3708
s3003,3491
s3003,2320
s3004,2573
s3005,2795
s3007,1161
s3008,1117
s3009,4341
s3010,4740
s3015,767
s3017,4622
s3018,3416
s3019,676
s3020,4948
s3022,1050
s3023,3893
s3024,3495
s3026,328
s3027,4888
s3028,1078
s3028,980
s3030,3543
s3032,4416
s3033,3193
s3037,4361
s3039,4667
s3042,1232
s3044,1116
s3045,2891
s3047,4939
s3049,3226
s3052,1279
s3055,4767
s3058,2916
s3058,2599
s3059,2916
s3059,1325
s3060,2916
s3061,418
s3061,1206
s3061,2400
s3061,4986
s3062,3132
s3063,2143
s3065,2741
s3068,2377
s3069,1640
s3070,4586
s3071,1279
s3073,2173
s3074,4428
s3078,3803
s3079,4362
s3081,2228
s3082,701
s3090,4960
s3091,344
s3092,1316
s3094,3421
s3095,1292
s3097,2656
s3098,4697
s3099,138
s3099,3396
s3100,4007
s3101,1232
s3102,4297
s3102,1638
s3103,1847
s3105,3592
s3106,3841
s3108,1118
s3110,2733
s3111,4488
s3113,3451
s3114,1388
s3115,1471
s3116,3451
s3117,1424
s3119,3972
s3122,2928
s3124,4209
s3125,3415
s3125,4515
s3125,3736
s3125,3960
s3125,1599
s3125,3203
s3125,4551
s3125,2813
s3125,40
s3125,2566
s3125,4517
s3126,4669
s3127,2398
s3131,3419
s3132,1396
s3133,4986
s3134,1396
s3135,1396
s3136,3248
s3137,47
s3138,4732
s3139,1418
s3140,3821
s3141,1868
s3142,4804
s3143,1396
s3144,4986
s3145,4293
s3146,49
s3148,3821
s3150,4986
s3151,3074
s3152,3940
s3153,720
s3154,3451
s3155,618
s3156,1219
s3157,3940
s3158,3882
s3159,4298
s3160,4113
s3161,2608
s3162,3918
s3163,4720
s3164,4472
s3165,209
s3167,548
s3168,3524
s3170,3393
s3171,480
s3172,1327
s3175,3147
s3176,3931
s3176,4536
s3179,3451
s3180,3451
s3181,2191
s3187,2700
s3189,3151
s3190,4803
s3191,3008
s3192,3192
s3194,3506
s3195,4223
s3196,3309
s3198,1537
s3199,1869
s3201,4545
s3202,3254
s3203,4522
s3203,3328
s3204,4735
s3206,2755
s3206,1801
s3207,51
s3208,2992
s3210,3241
s3211,1854
s3212,2834
s3214,3174
s3215,828
s3216,3984
s3218,4654
s3219,2674
s3224,1278
s3225,541
s3226,3685
s3227,1300
s3227,2429
s3228,2964
s3229,4230
s3230,4412
s3234,4140
s3235,2952
s3235,4010
s3236,3844
s3238,2339
s3240,4732
s3245,3300
s3245,62
s3249,3233
s3251,1368
s3252,2588
s3254,2316
s3255,3752
s3257,4425
s3260,4631
s3261,3916
s3262,4152
s3263,1290
s3265,4859
s3266,180
s3267,3030
s3268,440
s3269,4266
s3269,4117
s3273,3291
s3274,4228
s3279,4770
s3281,2820
s3286,1542
s3290,914
s3291,4664
s3293,2288
s3297,2770
s3298,4907
s3300,3581
s3301,3658
s3303,4979
s3304,2741
s3306,3317
s3308,508
s3309,2357
s3310,2674
s3312,2998
s3313,3519
s3316,4175
s3318,4175
s3319,4187
s3320,3810
s3320,4451
s3321,4406
s3322,2118
s3323,4820
s3324,1329
s3325,4873
s3327,2903
s3330,2473
s3332,1709
s3333,1887
s3335,4560
s3336,1245
s3336,4971
s3338,1352
s3339,3068
s3344,626
s3347,2849
s3348,1122
s3349,2873
s3350,1374
s3354,3971
s3354,1497
s3355,2323
s3357,1223
s3359,3515
s3360,4159
s3363,690
s3366,1374
s3367,3001
s3372,3476
s3373,962
s3375,613
s3377,3135
s3380,4972
s3381,3136
s3384,340
s3385,1592
s3385,1545
s3387,1783
s3388,4957
s3389,1583
s3390,570
s3391,3685
s3392,4608
s3393,100
s3399,919
s3400,1471
s3403,4915
s3406,1038
s3408,1233
s3409,1263
s3410,4440
s3412,4704
s3413,4742
s3414,1643
s3418,544
s3419,2672
s3420,2525
s3422,919
s3423,2727
s3424,119
s3425,1986
s3426,2640
s3426,2479
s3428,1664
s3429,4819
s3430,641
s3432,637
s3433,4331
s3435,1182
s3437,3292
s3439,2043
s3440,2391
s3442,4045
s3444,306
s3447,4772
s3449,3456
s3451,4825
s3452,4736
s3457,1860
s3457,4412
s3460,2757
s3461,294
s3462,2657
s3466,4023
s3469,4848
s3472,3348
s3473,4446
s3473,3548
s3476,1803
s3476,3409
s3477,3393
s3478,1051
s3479,860
s3480,2828
s3481,2828
s3483,1645
s3485,2088
s3486,2354
s3486,2552
s3486,3071
s3486,2977
s3486,448
s3486,1740
s3486,4528
s3486,1309
s3486,1663
s3486,4290
s3487,2835
s3488,4900
s3491,3468
s3493,516
s3494,516
s3495,3100
s3496,4729
s3497,3738
s3498,431
s3499,1170
s3501,4179
s3504,2897
s3507,2519
s3507,3532
s3508,550
s3510,4126
s3512,2073
s3513,2847
s3514,4660
s3515,3066
s3517,516
s3518,3794
s3519,201
s3521,2384
s3523,4576
s3524,3417
s3529,3167
s3530,3461
s3531,416
s3532,2804
s3533,4588
s3534,509
s3537,1397
s3538,1
s3539,3634
s3542,1718
s3543,3634
s3543,2639
s3545,590
s3546,117
s3548,3717
s3548,2345
s3549,1418
s3550,170
s3555,2308
s3556,3983
s3557,4852
s3558,4868
s3560,4376
s3561,4938
s3564,3740
s3565,4487
s3566,3250
s3567,4173
s3568,4432
s3568,2329
s3569,466
s3570,466
s3571,466
s3573,2356
s3575,2328
s3583,4559
s3584,3138
s3587,2478
s3590,4816
s3590,418
s3591,841
s3591,823
s3591,4863
s3591,2707
s3591,2695
s3591,4281
s3591,4932
s3592,1213
s3594,2852
s3595,373
s3596,4843
s3597,164
s3600,3938
s3603,18
s3604,2120
s3604,959
s3606,2071
s3614,4288
s3615,4288
s3617,4473
s3618,2144
s3619,2800
s3620,2608
s3621,4257
s3622,612
s3623,2112
s3624,185
s3626,2065
s3627,1356
s3629,744
s3631,4802
s3632,3636
s3635,1577
s3636,2884
s3638,2265
s3639,3192
s3640,3441
s3642,4208
s3644,2409
s3644,2022
s3646,1966
s3647,1969
s3647,1173
s3648,1054
s3649,830
s3650,955
s3650,3538
s3651,4653
s3653,1463
s3654,2063
s3658,3627
s3659,91
s3662,3385
s3663,1022
s3669,1569
s3671,4869
s3673,4604
s3676,2116
s3677,316
s3679,1012
s3680,4364
s3682,2869
s3682,2899
s3682,2751
s3684,3066
s3694,2700
s3698,1744
s3699,4333
s3700,3919
s3702,4595
s3704,2423
s3707,3954
s3710,3569
s3712,187
s3712,2880
s3714,4473
s3715,4506
s3716,2484
s3718,2073
s3718,2070
s3719,3162
s3719,3162
s3720,2752
s3720,310
s3720,1870
s3721,1745
s3729,1745
s3729,2442
s3730,44
s3730,4370
s3731,408
s3732,871
s3733,3634
s3734,1969
s3735,2234
s3736,1875
s3739,2161
s3739,2571
s3740,4134
s3741,4828
s3744,1285
s3748,709
s3754,2591
s3757,2939
s3758,3963
s3759,4257
s3760,2964
s3762,1404
s3764,1821
s3765,1613
s3766,2637
s3767,2312
s3768,1683
s3769,263
s3772,3823
s3773,1369
s3774,3291
s3776,2990
s3777,2884
s3778,2694
s3778,655
s3782,1063
s3784,4139
s3786,972
s3787,1045
s3789,4069
s3791,3773
s3792,1673
s3794,1924
s3796,3273
s3798,4461
s3799,3045
s3801,3881
s3803,3171
s3803,137
s3804,4725
s3805,4777
s3806,2700
s3809,1209
s3810,1744
s3811,1744
s3812,1744
s3814,3584
s3815,4088
s3816,1449
s3817,4390
s3819,2424
s3820,92
s3821,2833
s3823,122
s3826,1601
s3829,36
s3830,4175
s3831,1741
s3833,819
s3834,1983
s3835,4933
s3837,3532
s3842,286
s3843,4935
s3858,196
s3858,3861
s3859,1473
s3860,1688
s3861,1405
s3863,1502
s3864,2108
s3866,2650
s3867,4883
s3869,2830
s3870,404
s3872,3091
s3873,3726
s3874,4510
s3875,2836
s3876,1742
s3878,2884
s3886,1055
s3889,1418
s3890,4915
s3891,4166
s3892,684
s3894,3709
s3895,609
s3896,1379
s3897,4128
s3900,4165
s3904,2032
s3905,3832
s3906,156
s3907,4746
s3908,595
s3909,3860
s3911,3276
s3912,4490
s3913,4843
s3914,4465
s3915,4473
s3916,299
s3917,4360
s3918,2658
s3919,277
s3920,985
s3922,2308
s3923,1711
s3924,1711
s3927,868
s3929,2653
s3929,4940
s3929,2046
s3929,2524
s3930,1418
s3931,2186
s3933,3766
s3934,2415
s3936,2047
s3940,2415
s3946,693
s3948,1418
s3949,3963
s3949,361
s3951,4280
s3952,4255
s3953,2674
s3955,4612
s3956,4276
s3958,1351
s3960,3471
s3961,"Sam ""Blitz"" Bazawule"
s3963,4509
s3964,2600
s3967,2171
s3968,4591
s3973,501
s3974,1686
s3975,4045
s3976,3743
s3978,1962
s3979,798
s3979,3659
s3983,3460
s3984,4456
s3986,2013
s3991,4865
s3992,2310
s3993,1945
s3994,2974
s3995,4592
s3996,2755
s3998,2403
s3998,4815
s4000,288
s4001,3873
s4003,3661
s4004,4922
s4005,1449
s4006,2764
s4008,2847
s4009,3132
s4009,3019
s4010,2847
s4011,3132
s4012,1472
s4014,95
s4018,2974
s4019,3437
s4020,2310
s4021,4592
s4022,774
s4025,1845
s4026,678
s4032,1796
s4032,1710
s4034,924
s4035,1320
s4037,947
s4038,1659
s4039,4865
s4040,3437
s4041,405
s4042,3414
s4046,2477
s4047,2800
s4048,4031
s4049,1825
s4050,4
s4051,1487
s4052,3411
s4053,3315
s4054,4908
s4059,2237
s4060,1461
s4061,3609
s4062,3766
s4063,839
s4065,3973
s4065,3671
s4066,2945
s4067,3159
s4068,760
s4069,774
s4070,4865
s4071,2800
s4072,2800
s4073,4367
s4074,774
s4075,774
s4076,774
s4077,774
s4078,1004
s4079,3437
s4081,3075
s4082,3579
s4083,2856
s4084,4045
s4086,454
s4087,194
s4088,1293
s4089,3510
s4092,4902
s4093,3557
s4094,3086
s4095,4502
s4096,Kevin MacDonald
s4097,3011
s4098,3688
s4099,1511
s4100,1023
s4101,2870
s4102,4253
s4103,4465
s4104,3758
s4105,2616
s4107,1692
s4108,4079
s4109,4549
s4111,1859
s4111,2794
s4113,4067
s4114,1032
s4116,2224
s4118,3809
s4121,4440
s4122,4675
s4124,2457
s4125,2348
s4129,3131
s4134,2208
s4135,285
s4136,65
s4136,2061
s4136,4722
s4136,1345
s4137,1769
s4137,2801
s4139,3886
s4140,3084
s4147,998
s4148,2825
s4149,3505
s4151,266
s4152,3506
s4153,3387
s4154,2847
s4155,729
s4156,4984
s4157,60
s4158,1389
s4159,2851
s4160,1686
s4161,2584
s4162,1686
s4162,3052
s4165,2059
s4166,2622
s4166,2274
s4170,1536
s4174,347
s4174,1208
s4175,4222
s4177,876
s4178,2243
s4181,308
s4182,2984
s4183,1832
s4186,4336
s4187,1712
s4189,4162
s4191,1428
s4192,4516
s4193,2654
s4194,3890
s4195,3963
s4196,3963
s4198,1539
s4199,1004
s4204,587
s4205,1778
s4206,1621
s4209,2549
s4209,1757
s4210,2580
s4211,3399
s4212,3398
s4213,17
s4214,2721
s4215,1549
s4218,4582
s4218,4584
s4220,4923
s4222,2665
s4223,1966
s4224,2582
s4225,3795
s4226,3777
s4229,2158
s4230,2158
s4232,851
s4233,851
s4234,2483
s4234,1107
s4235,3556
s4237,2347
s4238,4855
s4239,4855
s4240,4855
s4243,3549
s4244,3406
s4245,1301
s4247,2996
s4248,2996
s4249,1966
s4250,3915
s4253,12
s4256,3771
s4259,1270
s4260,1600
s4263,3395
s4268,2514
s4269,4501
s4276,1815
s4278,1580
s4279,3800
s4281,4419
s4282,4096
s4283,1942
s4284,4118
s4285,2131
s4285,4615
s4286,3690
s4287,2228
s4288,4369
s4290,1286
s4290,2189
s4292,3081
s4293,1087
s4294,4600
s4295,1898
s4296,4205
s4298,4316
s4300,2996
s4302,2996
s4303,1639
s4304,2848
s4307,220
s4314,2164
s4314,3290
s4315,2884
s4316,2878
s4318,382
s4319,2886
s4320,352
s4322,2981
s4323,684
s4324,1860
s4325,591
s4326,860
s4329,121
s4330,Andrew Lau Wai-Keung
s4331,820
s4332,1324
s4333,2422
s4334,2205
s4335,2635
s4336,3681
s4337,3281
s4338,2205
s4339,2205
s4340,521
s4342,2680
s4342,2763
s4343,1982
s4344,Andrew Lau Wai-Keung
s4346,1407
s4347,1198
s4349,1525
s4350,2708
s4352,2191
s4353,991
s4355,2279
s4355,4226
s4356,235
s4358,3288
s4359,2658
s4361,3995
s4362,4207
s4365,1185
s4365,3184
s4370,929
s4371,1420
s4374,3950
s4375,3963
s4376,3733
s4378,1132
s4379,2672
s4383,1020
s4384,1476
s4386,2129
s4386,1364
s4389,4762
s4391,2370
s4392,3377
s4393,4630
s4394,3279
s4395,3384
s4395,1954
s4396,4508
s4397,124
s4397,2217
s4398,1349
s4399,903
s4402,4821
s4403,893
s4405,1119
s4412,4574
s4415,2987
s4417,4150
s4418,649
s4419,3462
s4420,3238
s4421,1810
s4422,3748
s4423,3828
s4424,3828
s4425,443
s4426,3791
s4427,417
s4428,2465
s4429,2370
s4430,3700
s4430,2556
s4432,4840
s4433,4752
s4434,1656
s4435,635
s4436,1666
s4438,279
s4439,3748
s4440,515
s4441,3195
s4442,2796
s4443,4077
s4444,4076
s4445,2575
s4446,49
s4447,4481
s4448,1519
s4449,3372
s4450,417
s4451,2608
s4452,3386
s4453,3311
s4454,3748
s4455,1206
s4456,4616
s4457,2579
s4458,3682
s4459,3715
s4460,1538
s4461,2494
s4463,2035
s4464,134
s4465,4308
s4467,4170
s4468,1008
s4469,2059
s4471,4893
s4472,4635
s4473,177
s4474,4225
s4476,4127
s4478,4809
s4481,4843
s4482,4052
s4483,4417
s4485,1232
s4487,2102
s4487,708
s4491,2880
s4493,3612
s4494,2523
s4497,3763
s4500,1112
s4501,4630
s4503,4598
s4506,4665
s4507,364
s4508,3767
s4510,4237
s4511,1512
s4513,3570
s4514,2141
s4515,3497
s4516,3900
s4517,2515
s4520,4149
s4523,3552
s4525,4036
s4525,1057
s4526,4376
s4527,2386
s4529,856
s4533,3425
s4534,4540
s4538,2435
s4539,3357
s4540,1232
s4541,1334
s4541,485
s4542,393
s4544,4882
s4545,1334
s4546,4882
s4548,4583
s4548,1792
s4549,3981
s4549,1905
s4553,4584
s4555,1792
s4556,163
s4557,4329
s4558,2370
s4559,3778
s4560,3267
s4561,1166
s4562,3773
s4563,418
s4564,2844
s4565,4243
s4566,4246
s4567,4637
s4568,279
s4569,267
s4570,3511
s4572,417
s4573,3989
s4574,465
s4575,475
s4576,4833
s4577,3989
s4578,4266
s4579,3703
s4580,512
s4581,3837
s4582,4337
s4583,4111
s4584,790
s4585,521
s4586,279
s4587,3265
s4588,3757
s4589,3718
s4590,1828
s4591,1828
s4592,1114
s4593,4598
s4594,276
s4595,3506
s4596,1871
s4597,4476
s4598,2387
s4599,140
s4600,3369
s4601,2980
s4601,33
s4602,33
s4602,2980
s4603,4829
s4604,4814
s4606,4800
s4607,1270
s4608,4481
s4610,4164
s4611,4816
s4612,3267
s4613,503
s4614,4314
s4615,4078
s4616,375
s4617,2468
s4618,3234
s4619,1676
s4620,2056
s4621,2521
s4625,3963
s4626,14
s4626,1569
s4627,389
s4631,3801
s4631,151
s4642,438
s4643,3368
s4647,182
s4650,2257
s4654,2792
s4657,2504
s4657,2115
s4658,1794
s4660,1462
s4661,3767
s4662,2073
s4665,3608
s4666,3445
s4667,3706
s4668,3454
s4669,1955
s4670,2397
s4672,4122
s4676,2986
s4680,4294
s4681,4549
s4682,4
s4684,2258
s4685,4644
s4686,3537
s4687,3169
s4688,1675
s4689,1789
s4691,467
s4692,477
s4693,3805
s4694,3713
s4695,4301
s4698,2854
s4699,4495
s4700,4914
s4701,4816
s4702,4026
s4706,3185
s4707,1873
s4708,1441
s4709,175
s4713,52
s4714,4061
s4715,3373
s4716,4912
s4716,4947
s4716,1689
s4719,2631
s4720,4833
s4721,4811
s4721,3388
s4722,2796
s4723,49
s4724,2512
s4725,4135
s4726,4833
s4727,1807
s4728,3704
s4729,4292
s4730,3696
s4731,465
s4732,3682
s4733,3773
s4734,3677
s4735,1807
s4736,2832
s4737,354
s4738,4833
s4740,2069
s4740,3448
s4741,3486
s4746,4570
s4747,4570
s4749,4695
s4750,3721
s4750,1921
s4752,571
s4754,2538
s4756,51
s4757,4425
s4758,1015
s4761,861
s4766,209
s4769,215
s4770,2549
s4770,1757
s4771,928
s4774,1118
s4775,4197
s4776,1207
s4780,2647
s4782,3721
s4782,1921
s4783,2105
s4784,4120
s4785,210
s4786,2494
s4787,4184
s4788,4184
s4789,2884
s4790,4106
s4791,3746
s4792,627
s4792,914
s4793,512
s4794,2382
s4795,3161
s4796,3377
s4797,4116
s4798,4830
s4800,2313
s4801,2388
s4802,591
s4802,978
s4803,4296
s4804,1969
s4806,4931
s4807,3004
s4809,3721
s4809,1921
s4811,3975
s4812,1287
s4813,1402
s4815,4257
s4817,4214
s4818,3263
s4820,1566
s4823,3834
s4824,2793
s4824,2226
s4826,4986
s4826,2400
s4826,418
s4826,1206
s4827,3420
s4828,2894
s4828,1655
s4829,921
s4830,3779
s4831,1271
s4834,967
s4835,2021
s4836,4746
s4840,4238
s4841,3308
s4843,2777
s4844,1409
s4848,3404
s4850,3721
s4850,1921
s4851,199
s4852,2884
s4855,4615
s4856,2390
s4859,694
s4860,3060
s4861,3319
s4862,1717
s4864,1969
s4865,387
s4865,70
s4867,3721
s4867,1921
s4868,4719
s4868,530
s4869,4820
s4871,636
s4872,1009
s4873,4350
s4874,3950
s4876,337
s4877,1823
s4878,3904
s4878,2016
s4879,412
s4881,3833
s4882,2204
s4883,3531
s4884,1418
s4885,2092
s4886,1195
s4887,257
s4888,1442
s4888,3994
s4889,2352
s4890,2740
s4891,202
s4892,2370
s4894,221
s4898,1641
s4898,1083
s4900,3700
s4902,1222
s4903,4788
s4905,275
s4906,4573
s4907,1153
s4908,565
s4910,974
s4912,2623
s4913,3947
s4916,3031
s4917,1950
s4917,1073
s4918,733
s4918,2520
s4918,3970
s4919,4131
s4920,350
s4921,3438
s4922,2937
s4923,1141
s4923,1723
s4924,3586
s4928,2689
s4929,2301
s4930,1288
s4932,3631
s4933,3619
s4935,2915
s4936,4042
s4937,1716
s4938,1188
s4939,4045
s4940,2036
s4941,3721
s4941,1921
s4944,1654
s4945,2389
s4946,42
s4948,1211
s4949,3700
s4951,4045
s4953,1391
s4954,298
s4955,1391
s4956,281
s4957,512
s4959,2119
s4960,3439
s4961,1931
s4963,3721
s4963,1921
s4964,2666
s4966,3169
s4967,3169
s4969,1003
s4970,3192
s4971,2591
s4972,3164
s4973,1061
s4975,3107
s4976,99
s4978,650
s4980,242
s4982,4943
s4983,4480
s4984,2138
s4987,2892
s4988,4920
s4990,2169
s4991,4791
s4992,2441
s4994,2966
s4996,4757
s4997,3564
s4997,3885
s4999,3132
s5000,569
s5002,3721
s5002,1921
s5003,3721
s5003,1921
s5004,3957
s5007,3208
s5008,2837
s5009,2837
s5010,1089
s5011,4049
s5012,2615
s5013,273
s5014,750
s5015,465
s5016,3190
s5016,2184
s5016,3917
s5017,3190
s5017,2184
s5017,3917
s5018,3190
s5018,2184
s5018,3917
s5019,3169
s5020,3169
s5021,3196
s5022,2837
s5023,1763
s5025,2884
s5026,3495
s5029,1250
s5032,1678
s5034,1488
s5035,2896
s5038,4393
s5040,627
s5041,296
s5042,3952
s5042,4356
s5043,1082
s5044,4543
s5045,435
s5046,2608
s5048,2351
s5050,3116
s5051,1804
s5052,4951
s5054,1244
s5055,996
s5056,4218
s5057,2967
s5059,1958
s5059,1959
s5060,1147
s5061,3116
s5063,3721
s5063,1921
s5065,1819
s5067,3721
s5067,1921
s5068,4189
s5069,4144
s5069,3489
s5072,3116
s5073,806
s5074,2994
s5074,4505
s5075,846
s5077,3721
s5077,1921
s5078,2549
s5078,1757
s5080,2621
s5080,4751
s5081,3765
s5082,3840
s5084,1126
s5085,3040
s5086,842
s5087,1969
s5089,3197
s5092,3176
s5093,2975
s5094,963
s5095,2277
s5097,4928
s5101,4376
s5102,183
s5103,1963
s5105,2749
s5107,1193
s5108,3391
s5109,1966
s5111,3535
s5112,1025
s5114,1074
s5115,1210
s5116,2874
s5116,2370
s5117,2774
s5118,3619
s5122,1352
s5123,4776
s5124,4233
s5125,586
s5128,2884
s5130,1092
s5131,4751
s5132,2621
s5132,4751
s5133,1247
s5134,2130
s5135,1966
s5136,1807
s5137,3073
s5138,1373
s5138,2005
s5143,2669
s5144,3284
s5144,4320
s5145,3443
s5147,225
s5149,3262
s5149,2291
s5152,4302
s5153,2212
s5154,1795
s5157,1074
s5159,531
s5159,2085
s5161,2296
s5162,4729
s5163,1861
s5164,205
s5165,876
s5168,1165
s5172,2884
s5173,148
s5175,1598
s5177,3721
s5177,1921
s5178,2870
s5180,883
s5182,698
s5183,2188
s5184,354
s5185,3501
s5187,254
s5188,1784
s5189,224
s5189,1796
s5190,228
s5191,979
s5197,2324
s5198,1354
s5199,192
s5200,3950
s5202,1635
s5203,2427
s5204,3709
s5205,678
s5208,4972
s5210,1726
s5210,3724
s5212,2055
s5213,3820
s5214,636
s5215,3195
s5218,3796
s5219,1144
s5221,4245
s5223,2810
s5224,4937
s5225,1921
s5226,2747
s5227,3045
s5228,3393
s5229,2812
s5230,640
s5231,1969
s5234,1097
s5235,653
s5236,1574
s5239,759
s5240,1448
s5241,4843
s5242,2405
s5249,4785
s5250,751
s5250,174
s5253,3176
s5254,1862
s5256,3898
s5257,1259
s5261,3271
s5262,2730
s5265,4858
s5266,11
s5267,866
s5268,291
s5269,3076
s5270,948
s5271,359
s5272,4917
s5274,569
s5276,1287
s5277,3132
s5278,1423
s5280,3974
s5280,1458
s5282,2273
s5283,4495
s5284,2777
s5291,3765
s5293,4708
s5294,4708
s5295,4648
s5297,3765
s5301,3223
s5303,1289
s5304,4248
s5305,4751
s5307,1439
s5308,2290
s5308,4906
s5309,4596
s5309,161
s5310,2621
s5310,4751
s5311,1536
s5311,2898
s5312,1531
s5313,3813
s5314,1830
s5315,2898
s5315,1536
s5316,2884
s5317,4151
s5318,772
s5319,83
s5320,2884
s5323,1027
s5323,4524
s5324,4689
s5326,1966
s5327,1966
s5329,3610
s5330,1985
s5331,2264
s5332,3138
s5333,4872
s5334,1352
s5335,4052
s5336,4052
s5337,4052
s5338,4052
s5339,4052
s5340,4052
s5341,3912
s5342,3028
s5343,3721
s5343,1921
s5344,713
s5345,1383
s5347,1422
s5352,2148
s5354,229
s5358,3044
s5359,1820
s5360,928
s5362,908
s5365,926
s5368,4774
s5369,2091
s5370,1022
s5371,2420
s5372,1401
s5373,1326
s5374,105
s5375,1359
s5376,1703
s5377,2009
s5378,2955
s5379,1966
s5380,1966
s5382,4384
s5386,3529
s5388,3362
s5389,4221
s5390,928
s5392,2661
s5395,1224
s5397,4503
s5399,1547
s5401,2661
s5403,3575
s5409,4751
s5412,3465
s5416,638
s5417,605
s5418,2371
s5419,679
s5420,662
s5421,3388
s5424,4021
s5424,2207
s5425,4189
s5427,1964
s5428,2534
s5428,2445
s5429,1800
s5430,452
s5431,737
s5432,740
s5433,3103
s5436,797
s5441,3459
s5442,2838
s5443,4630
s5443,2531
s5444,4085
s5447,2362
s5448,4751
s5449,1274
s5450,3457
s5451,740
s5452,1274
s5453,1978
s5454,3908
s5455,372
s5456,2480
s5457,1044
s5461,2480
s5462,2661
s5463,4751
s5464,165
s5467,1274
s5468,957
s5469,2688
s5470,4833
s5472,2123
s5473,3737
s5474,1122
s5475,1992
s5476,914
s5477,1757
s5479,2775
s5479,1291
s5481,4045
s5482,3765
s5483,2581
s5484,4340
s5485,240
s5486,3765
s5487,1430
s5488,353
s5490,1256
s5490,1017
s5490,3239
s5491,4201
s5492,3665
s5493,2714
s5494,2004
s5496,1921
s5496,3721
s5497,3072
s5498,2076
s5499,2379
s5500,2805
s5501,3694
s5502,2745
s5503,1879
s5504,1274
s5505,4200
s5506,4464
s5507,1216
s5508,1824
s5508,1817
s5509,2547
s5512,4365
s5513,1372
s5516,1540
s5517,3434
s5518,1408
s5518,2783
s5519,2884
s5522,2081
s5522,4009
s5522,3801
s5523,1419
s5525,71
s5526,1966
s5527,1193
s5528,1193
s5529,1193
s5530,314
s5531,2461
s5532,2902
s5533,3158
s5534,4433
s5535,414
s5536,2674
s5537,1611
s5537,1813
s5540,1569
s5541,2127
s5542,2729
s5544,212
s5545,1880
s5546,2380
s5547,2912
s5548,498
s5549,1948
s5550,3
s5551,1269
s5552,1014
s5553,2517
s5555,2632
s5556,1602
s5557,812
s5558,4257
s5560,1213
s5561,3049
s5562,4688
s5563,4376
s5565,2719
s5566,4511
s5569,2359
s5571,1894
s5572,4146
s5573,1346
s5574,3615
s5574,1906
s5575,4267
s5577,4257
s5578,2868
s5580,1567
s5582,4915
s5583,288
s5585,4219
s5587,4230
s5587,3168
s5588,47
s5589,2602
s5590,4681
s5591,2791
s5595,1132
s5596,2856
s5597,2456
s5598,2319
s5600,3386
s5601,4606
s5603,4090
s5603,4178
s5605,3720
s5606,2983
s5607,3119
s5608,942
s5611,3887
s5613,2097
s5613,890
s5614,4179
s5614,137
s5615,3721
s5615,1921
s5616,2824
s5617,3991
s5618,1391
s5619,4296
s5620,2103
s5621,2236
s5622,3601
s5623,1969
s5624,166
s5625,4055
s5626,77
s5627,2875
s5628,2884
s5629,2910
s5630,370
s5631,827
s5632,3317
s5633,1682
s5634,317
s5635,3038
s5636,722
s5637,1775
s5638,244
s5639,3206
s5640,1990
s5642,518
s5643,1315
s5644,1623
s5645,4760
s5646,3209
s5647,2608
s5648,3990
s5649,4422
s5649,4321
s5650,1879
s5652,48
s5653,1212
s5657,2266
s5658,3892
s5658,2054
s5660,4601
s5661,2847
s5662,4813
s5664,4202
s5665,4330
s5667,2997
s5675,1893
s5677,1295
s5679,3721
s5679,1921
s5680,194
s5682,1914
s5683,3338
s5686,862
s5688,194
s5689,3998
s5690,576
s5692,4065
s5694,76
s5695,1298
s5696,3937
s5697,4303
s5698,3776
s5699,3846
s5702,4784
s5703,2698
s5705,2006
s5706,546
s5707,2857
s5709,3475
s5710,877
s5711,3706
s5712,1921
s5712,3722
s5713,4257
s5713,3149
s5714,2063
s5715,1764
s5718,4845
s5719,2845
s5720,2014
s5722,2722
s5725,2884
s5726,2515
s5726,3869
s5727,3875
s5734,1726
s5734,3724
s5735,3244
s5736,1314
s5737,3950
s5738,3464
s5739,4866
s5740,2342
s5741,4964
s5743,580
s5744,3982
s5746,393
s5747,4605
s5748,4708
