program_id,director_id
s5749,3406
s5750,3406
s5751,937
s5755,Kevin MacDonald
s5756,903
s5757,2241
s5758,494
s5759,1067
s5761,3884
s5762,3084
s5765,3849
s5766,1636
s5768,19
s5771,170
s5773,11
s5774,1828
s5775,1137
s5777,3669
s5779,3689
s5780,3568
s5780,2216
s5781,3848
s5783,3964
s5783,682
s5784,639
s5784,2231
s5785,636
s5793,4696
s5794,4729
s5795,2729
s5796,3461
s5797,996
s5798,1000
s5809,1969
s5810,905
s5811,2372
s5814,2729
s5816,3089
s5817,4729
s5818,1969
s5819,1966
s5820,186
s5821,3089
s5822,2192
s5825,906
s5827,4678
s5829,4310
s5831,2412
s5832,2108
s5833,247
s5834,3706
s5835,4577
s5836,4045
s5838,1732
s5838,3692
s5838,4466
s5838,3280
s5838,415
s5838,4125
s5838,3706
s5838,3769
s5838,3756
s5838,46
s5838,4490
s5840,3721
s5840,1921
s5841,3902
s5842,4893
s5843,627
s5843,914
s5847,4433
s5848,1969
s5849,3887
s5850,2218
s5852,1411
s5852,Felix van Groeningen
s5853,3176
s5855,1491
s5858,3969
s5859,1940
s5860,4107
s5861,4355
s5861,2725
s5862,2170
s5865,4958
s5866,3209
s5869,2608
s5873,3721
s5873,1921
s5874,4893
s5875,4893
s5876,1969
s5877,239
s5879,2601
s5880,1465
s5881,1524
s5881,3190
s5881,2184
s5881,3917
s5882,4341
s5884,2569
s5885,3841
s5887,1841
s5888,852
s5888,2033
s5888,3539
s5888,2630
s5888,2168
s5888,3301
s5888,728
s5888,4445
s5888,1157
s5888,2487
s5888,3978
s5888,3178
s5888,2925
s5889,1290
s5890,320
s5891,68
s5892,765
s5893,24
s5893,2909
s5894,1376
s5895,1969
s5897,3238
s5898,2534
s5898,2445
s5899,1681
s5900,1969
s5902,2570
s5902,461
s5904,3535
s5905,3639
s5906,398
s5907,2713
s5908,2038
s5910,2756
s5911,2081
s5911,4009
s5912,2608
s5913,3177
s5914,605
s5916,511
s5917,1136
s5918,2144
s5922,1969
s5925,2608
s5926,3461
s5927,2434
s5927,4014
s5928,4905
s5929,1914
s5930,2759
s5930,932
s5931,3939
s5931,1433
s5932,800
s5932,2790
s5933,4866
s5935,1626
s5936,2022
s5937,1943
s5938,2289
s5939,4879
s5939,1261
s5942,950
s5943,2613
s5944,3935
s5945,1337
s5946,2133
s5947,4022
s5948,449
s5949,2162
s5950,726
s5951,3876
s5952,2701
s5953,3986
s5954,3905
s5954,3925
s5955,1797
s5956,2111
s5957,3427
s5958,4358
s5959,4254
s5960,3934
s5961,2505
s5962,4300
s5963,4812
s5964,2583
s5966,3552
s5967,4509
s5969,4806
s5970,4148
s5971,473
s5972,2778
s5972,1095
s5973,3111
s5974,3106
s5976,5
s5977,3476
s5978,2416
s5980,67
s5981,2659
s5982,3992
s5984,3056
s5986,4105
s5988,4796
s5989,1042
s5991,1026
s5992,4183
s5992,4231
s5993,3862
s5994,723
s5995,1120
s5996,3812
s5997,3238
s5999,1713
s6000,3183
s6001,2223
s6001,4188
s6003,2135
s6004,689
s6005,3339
s6006,4322
s6007,594
s6008,3276
s6009,1504
s6010,1806
s6011,4277
s6012,1680
s6013,4025
s6014,2789
s6015,1856
s6016,336
s6017,361
s6018,4794
s6019,3623
s6020,2246
s6021,3900
s6022,4640
s6023,597
s6024,4716
s6025,3390
s6026,3046
s6026,1400
s6028,2223
s6028,4188
s6029,3496
s6030,2144
s6031,3854
s6032,4378
s6033,4405
s6034,4663
s6035,2946
s6036,3828
s6037,3997
s6039,1350
s6040,3138
s6041,4579
s6042,2083
s6043,351
s6044,847
s6046,108
s6047,1845
s6048,912
s6048,654
s6050,2158
s6051,2257
s6052,3108
s6053,2448
s6054,3085
s6055,1738
s6056,1826
s6057,456
s6058,1364
s6058,2129
s6059,2888
s6060,3298
s6061,2961
s6062,686
s6063,80
s6064,3319
s6065,1629
s6066,494
s6069,4037
s6070,3431
s6071,269
s6072,3157
s6073,794
s6074,3682
s6075,3276
s6076,4759
s6077,473
s6079,1
s6080,2358
s6080,4235
s6081,785
s6082,879
s6082,3573
s6083,1046
s6084,222
s6085,2340
s6086,2338
s6087,3182
s6087,4196
s6088,2814
s6089,665
s6091,4597
s6092,383
s6093,4124
s6094,2595
s6096,715
s6097,695
s6098,409
s6099,3360
s6100,4585
s6104,4294
s6105,242
s6107,620
s6108,33
s6108,2980
s6110,771
s6111,1573
s6111,215
s6112,2964
s6113,1843
s6114,4203
s6115,4494
s6116,1370
s6117,1229
s6117,1523
s6117,1001
s6118,4766
s6119,814
s6120,848
s6121,2246
s6122,3017
s6123,4822
s6124,2655
s6125,3879
s6126,3879
s6128,1617
s6129,4721
s6130,483
s6131,2846
s6132,2510
s6134,813
s6135,3081
s6136,4098
s6137,661
s6139,526
s6140,4263
s6141,2947
s6142,4892
s6143,4161
s6144,4698
s6145,313
s6146,3352
s6148,2971
s6149,2060
s6150,468
s6151,2399
s6152,1229
s6153,3643
s6153,4327
s6154,2614
s6155,2614
s6156,4850
s6158,3595
s6159,1829
s6159,1721
s6160,499
s6161,753
s6163,4620
s6164,2760
s6165,3623
s6166,3503
s6169,4344
s6170,3562
s6171,2322
s6172,3635
s6173,4284
s6174,369
s6176,2462
s6177,2840
s6179,1135
s6179,892
s6180,1848
s6180,2295
s6181,1601
s6182,885
s6182,1459
s6183,902
s6184,2508
s6185,3335
s6186,1951
s6187,4156
s6188,2156
s6189,1895
s6190,2180
s6191,4483
s6192,3186
s6193,1949
s6194,3062
s6196,1125
s6196,1867
s6197,1384
s6197,489
s6198,3189
s6200,1493
s6201,399
s6201,2126
s6202,2683
s6203,392
s6204,125
s6205,7
s6206,171
s6207,4287
s6208,2269
s6209,72
s6210,1069
s6211,3120
s6212,3074
s6213,3074
s6215,1085
s6216,4082
s6218,4479
s6218,4486
s6219,2373
s6221,4327
s6222,3646
s6223,3646
s6224,1661
s6225,721
s6226,4985
s6227,27
s6227,75
s6228,4546
s6230,2850
s6231,89
s6232,2261
s6233,3755
s6234,3025
s6235,2598
s6236,84
s6237,4977
s6238,2405
s6239,343
s6239,3097
s6240,4889
s6241,1378
s6242,948
s6243,1378
s6244,948
s6244,1378
s6244,3097
s6245,2592
s6246,1361
s6247,3768
s6248,1151
s6249,3571
s6252,1064
s6255,1768
s6256,4073
s6257,2692
s6258,2300
s6260,4844
s6260,358
s6261,3053
s6267,3181
s6268,707
s6269,103
s6269,2511
s6270,2508
s6271,2334
s6272,80
s6273,1433
s6274,2451
s6275,2428
s6278,3759
s6279,402
s6281,427
s6283,73
s6284,2110
s6285,2110
s6286,1664
s6288,4542
s6289,4568
s6290,1200
s6291,2509
s6293,4504
s6294,2817
s6297,3700
s6298,3764
s6299,3700
s6300,3778
s6301,1933
s6303,2136
s6304,1180
s6306,4273
s6307,4186
s6308,2418
s6309,4007
s6310,3349
s6311,4257
s6312,4402
s6313,4846
s6313,1016
s6314,1811
s6315,1508
s6315,4810
s6315,1588
s6315,3804
s6316,1311
s6317,2895
s6318,1670
s6320,3163
s6321,4491
s6322,2922
s6323,3889
s6325,2277
s6326,4039
s6327,2068
s6328,962
s6329,2960
s6330,1500
s6331,1011
s6332,1365
s6333,572
s6334,1159
s6335,2353
s6337,1987
s6338,4569
s6339,37
s6340,4903
s6341,2681
s6343,2056
s6344,2670
s6345,1186
s6346,533
s6347,2052
s6349,1975
s6350,1310
s6351,3745
s6352,1496
s6352,4705
s6353,658
s6354,1553
s6354,342
s6355,728
s6355,880
s6356,207
s6357,2023
s6359,451
s6360,2392
s6363,1520
s6363,4013
s6364,1546
s6366,3880
s6367,144
s6368,878
s6370,3087
s6371,4203
s6372,778
s6373,2106
s6375,4367
s6376,4317
s6377,3842
s6378,3920
s6380,404
s6381,2736
s6383,4842
s6384,4842
s6385,4842
s6387,3191
s6388,315
s6389,1121
s6391,4411
s6392,2225
s6393,2644
s6395,766
s6395,2249
s6396,1028
s6397,1047
s6398,4714
s6400,360
s6401,3270
s6403,469
s6404,2796
s6406,3229
s6407,3229
s6409,752
s6410,4185
s6411,2705
s6413,3622
s6415,1704
s6415,1163
s6416,588
s6418,2376
s6419,3412
s6420,2933
s6422,838
s6423,4645
s6424,675
s6425,6
s6425,1131
s6426,3005
s6428,2957
s6429,4899
s6430,4899
s6432,3857
s6433,4247
s6434,644
s6435,23
s6435,3117
s6436,1734
s6437,4295
s6438,3341
s6439,1701
s6440,31
s6441,1089
s6442,4748
s6443,444
s6444,1205
s6445,1514
s6446,2151
s6447,4621
s6448,3045
s6449,801
s6449,1837
s6450,1089
s6451,2506
s6453,4899
s6453,1941
s6454,2190
s6455,1649
s6459,648
s6462,4315
s6462,471
s6463,471
s6463,4309
s6464,4309
s6464,471
s6465,3764
s6465,616
s6466,420
s6467,2920
s6468,3389
s6469,4668
s6471,4544
s6472,2759
s6473,549
s6474,2466
s6475,478
s6476,339
s6477,953
s6479,2913
s6480,1532
s6481,2125
s6482,2860
s6483,1830
s6485,3227
s6486,1768
s6487,3573
s6489,1424
s6489,2432
s6490,3597
s6492,3354
s6493,2731
s6494,1630
s6495,1342
s6497,1857
s6498,1465
s6500,869
s6501,2150
s6502,2693
s6502,2606
s6502,4677
s6503,3442
s6504,3006
s6511,4602
s6512,2670
s6513,4835
s6516,4174
s6517,1437
s6518,2480
s6519,4970
s6522,3931
s6523,3778
s6524,966
s6526,2066
s6526,4522
s6527,4374
s6528,4771
s6529,1543
s6530,3476
s6531,3778
s6532,38
s6534,4455
s6535,2228
s6536,568
s6537,1739
s6538,1935
s6540,3065
s6540,1509
s6541,3553
s6542,2559
s6544,355
s6545,1231
s6546,4968
s6547,793
s6548,1711
s6549,1521
s6551,4418
s6552,264
s6553,3490
s6554,2211
s6555,3741
s6556,1989
s6558,2021
s6559,3652
s6562,660
s6563,3980
s6565,104
s6566,213
s6567,1581
s6568,3695
s6570,3523
s6571,2337
s6574,280
s6575,1258
s6575,540
s6576,3393
s6576,1872
s6577,4661
s6578,4550
s6579,1052
s6580,1173
s6581,4547
s6582,785
s6583,1946
s6584,3324
s6585,1700
s6586,930
s6589,354
s6590,2463
s6590,447
s6591,1181
s6592,742
s6593,889
s6594,4569
s6595,1483
s6596,4100
s6597,3217
s6598,913
s6599,3093
s6600,4057
s6601,931
s6603,4479
s6603,4486
s6605,1809
s6606,1695
s6607,564
s6609,584
s6610,2655
s6611,2581
s6613,1973
s6615,833
s6616,4649
s6617,574
s6618,3327
s6620,1113
s6621,3561
s6622,3650
s6623,804
s6624,675
s6625,2807
s6625,491
s6625,4880
s6625,1077
s6625,1065
s6625,4913
s6625,158
s6625,2235
s6625,1249
s6625,656
s6626,1929
s6627,4730
s6628,4597
s6629,4597
s6630,4597
s6631,746
s6632,1021
s6633,3168
s6634,3185
s6635,346
s6637,4899
s6638,2183
s6639,2781
s6640,628
s6641,4190
s6641,4924
s6642,3903
s6643,945
s6644,1240
s6645,3542
s6646,3764
s6648,1618
s6649,4726
s6650,3825
s6654,101
s6655,1280
s6656,4729
s6657,1317
s6658,1066
s6662,394
s6663,4876
s6665,4044
s6666,700
s6667,128
s6668,1694
s6669,4479
s6669,4486
s6670,4369
s6671,3653
s6676,2984
s6678,2377
s6680,1403
s6681,543
s6682,2147
s6683,4210
s6684,1380
s6684,1779
s6685,1779
s6685,1380
s6686,3378
s6687,2232
s6688,3137
s6689,3896
s6690,3326
s6692,2526
s6693,1616
s6695,127
s6697,1074
s6699,1176
s6700,2042
s6701,1939
s6702,3927
s6703,1244
s6704,2586
s6705,4896
s6706,169
s6707,2871
s6709,4768
s6711,4674
s6712,3572
s6713,3956
s6714,456
s6716,1833
s6717,188
s6719,1896
s6720,4452
s6721,305
s6721,2914
s6721,2548
s6721,3426
s6722,3142
s6723,346
s6724,2284
s6726,1664
s6727,1664
s6728,1664
s6730,581
s6731,3010
s6734,4134
s6735,878
s6736,1630
s6737,4212
s6737,2577
s6738,1691
s6739,2454
s6740,3277
s6741,4240
s6743,1786
s6744,4582
s6746,3626
s6747,3408
s6748,621
s6749,2767
s6750,434
s6752,4702
s6753,360
s6754,1912
s6755,1133
s6756,1912
s6757,1576
s6758,4059
s6759,450
s6760,4434
s6761,3383
s6762,2455
s6763,338
s6765,1571
s6766,822
s6768,2859
s6769,2509
s6770,1629
s6772,2395
s6772,4251
s6773,472
s6776,2318
s6777,4740
s6778,2923
s6778,2499
s6779,1158
s6780,2931
s6781,3877
s6782,2110
s6784,2214
s6784,64
s6785,1478
s6787,2755
s6788,3042
s6790,2648
s6791,4232
s6793,3185
s6794,1630
s6795,3393
s6797,4731
s6798,1091
s6799,4328
s6800,2863
s6801,4113
s6802,4849
s6802,2067
s6803,2325
s6805,2883
s6806,4326
s6808,2811
s6809,3668
s6810,1724
s6811,160
s6814,960
s6815,4200
s6816,633
s6817,2638
s6818,66
s6819,1767
s6820,1412
s6822,3577
s6824,2746
s6827,2964
s6829,1798
s6830,4030
s6831,1754
s6832,2831
s6833,3477
s6838,1102
s6839,1653
s6840,3345
s6841,913
s6843,3623
s6844,1140
s6845,3768
s6846,3851
s6847,2439
s6847,2976
s6848,2942
s6849,2439
s6851,2439
s6852,3520
s6853,3896
s6854,4824
s6854,808
s6855,4083
s6856,4865
s6857,671
s6859,1698
s6860,1996
s6860,4650
s6861,1603
s6862,1698
s6863,3113
s6864,1453
s6865,1768
s6866,4539
s6867,2957
s6868,4089
s6870,1834
s6871,3991
s6873,2927
s6874,3331
s6875,864
s6876,337
s6877,4864
s6878,4554
s6879,1555
s6880,1735
s6881,2964
s6882,2369
s6883,3088
s6884,435
s6885,3922
s6887,2991
s6888,300
s6889,935
s6892,1809
s6893,4548
s6894,3793
s6897,2056
s6898,32
s6899,3289
s6900,1335
s6901,374
s6903,1913
s6904,1361
s6905,4229
s6906,4229
s6909,231
s6910,80
s6911,4289
s6911,2827
s6911,1747
s6911,4707
s6911,4690
s6911,2550
s6911,4930
s6911,983
s6911,1468
s6911,2553
s6911,2281
s6911,1755
s6912,1790
s6913,4167
s6914,2167
s6915,139
s6916,2209
s6917,2108
s6919,4629
s6921,2113
s6921,2726
s6922,2758
s6925,3941
s6925,3306
s6926,1805
s6928,2220
s6928,1720
s6929,1053
s6930,1037
s6932,4007
s6933,106
s6934,4003
s6935,2366
s6935,3021
s6937,1089
s6939,2230
s6940,657
s6941,1264
s6943,321
s6944,4440
s6945,1152
s6946,3711
s6947,1299
s6948,290
s6949,2459
s6950,1123
s6951,875
s6953,1773
s6955,4666
s6955,4015
s6957,1119
s6958,1640
s6959,4364
s6960,881
s6961,3684
s6962,3964
s6963,955
s6965,4634
s6967,4271
s6968,2709
s6969,4182
s6973,2748
s6974,2034
s6976,4836
s6978,353
s6979,1025
s6980,1010
s6981,470
s6983,231
s6983,781
s6984,3322
s6985,400
s6985,3343
s6985,69
s6985,1528
s6985,2506
s6985,4151
s6985,4194
s6985,2493
s6985,1184
s6986,4870
s6987,3410
s6988,3410
s6989,3775
s6990,368
s6991,610
s6992,610
s6993,3170
s6994,4467
s6995,1856
s6996,696
s6998,208
s7000,507
s7001,2968
s7002,1403
s7003,4181
s7004,3122
s7005,3036
s7006,137
s7008,1927
s7009,1550
s7010,2944
s7011,4129
s7012,4982
s7013,4673
s7014,4004
s7015,2470
s7016,2704
s7017,2062
s7019,2104
s7020,739
s7021,262
s7022,4095
s7022,1470
s7023,4353
s7024,3744
s7026,1246
s7027,2477
s7028,2250
s7031,3002
s7032,3002
s7033,962
s7035,1498
s7036,3454
s7037,579
s7037,1495
s7038,2973
s7039,2628
s7041,1415
s7042,81
s7043,4012
s7044,916
s7045,1243
s7046,2889
s7047,3062
s7048,2469
s7049,666
s7050,4427
s7052,667
s7053,2634
s7054,4066
s7056,4699
s7057,1966
s7058,2408
s7059,4853
s7061,4558
s7062,2142
s7063,505
s7064,1344
s7065,4477
s7066,2239
s7067,1297
s7068,642
s7069,4138
s7071,4441
s7072,4441
s7073,4441
s7074,4441
s7075,2195
s7076,1861
s7077,2739
s7078,3709
s7079,1785
s7080,2381
s7085,1366
s7087,3096
s7088,3533
s7089,4706
s7090,4706
s7091,4706
s7092,935
s7093,805
s7094,2199
s7095,3276
s7096,2444
s7097,1863
s7098,2668
s7100,4764
s7103,2842
s7104,353
s7105,1829
s7106,2891
s7107,1680
s7108,4975
s7109,4952
s7110,4292
s7111,2989
s7111,4371
s7112,1707
s7112,4457
s7113,4454
s7114,3709
s7115,1255
s7116,2796
s7118,1587
s7119,3377
s7120,510
s7122,2506
s7123,1927
s7125,4843
s7127,935
s7128,1572
s7129,730
s7131,2109
s7133,1100
s7134,3732
s7135,2155
s7136,458
s7137,341
s7138,107
s7140,607
s7141,4642
s7142,265
s7145,1089
s7146,2191
s7147,4499
s7148,3401
s7150,4081
s7151,3642
s7152,2606
s7152,2693
s7153,3983
s7154,2205
s7155,2224
s7157,2430
s7159,4133
s7160,2560
s7161,4636
s7162,2080
s7163,3479
s7164,724
s7165,3978
s7165,1492
s7165,3546
s7165,2099
s7165,3224
s7165,4685
s7165,3381
s7165,608
s7165,2101
s7165,3133
s7166,3675
s7167,4032
s7168,1202
s7170,4167
s7171,1897
s7172,4075
s7173,255
s7174,4826
s7175,794
s7176,2463
s7177,2463
s7179,2674
s7179,4628
s7180,2674
s7180,4628
s7181,4257
s7182,2724
s7184,4459
s7187,1206
s7189,1768
s7190,4493
s7190,4484
s7191,4468
s7192,1217
s7193,2196
s7194,3393
s7195,3565
s7196,1011
s7198,3709
s7199,3709
s7200,4436
s7201,1445
s7202,3567
s7203,2244
s7204,4399
s7205,3934
s7206,481
s7207,3554
s7208,1410
s7209,2020
s7210,4420
s7211,3603
s7211,634
s7212,1177
s7213,33
s7213,2980
s7214,1522
s7217,4901
s7219,1290
s7220,1464
s7220,2267
s7221,197
s7222,2252
s7224,2098
s7224,1358
s7225,1642
s7226,1685
s7228,3257
s7228,4617
s7229,3257
s7229,4617
s7230,4617
s7231,4617
s7232,4617
s7234,3257
s7234,4617
s7235,4720
s7237,3429
s7238,4887
s7239,3829
s7240,4400
s7241,311
s7242,4623
s7243,4382
s7244,4492
s7245,3349
s7247,4962
s7248,2581
s7249,1197
s7250,4115
s7251,2641
s7251,3361
s7252,1027
s7252,4524
s7253,2762
s7254,1591
s7259,173
s7260,4514
s7261,4357
s7262,867
s7263,2779
s7266,2806
s7268,3714
s7270,1874
s7271,2438
s7272,2979
s7273,992
s7273,1435
s7274,1319
s7275,297
s7276,4019
s7277,4006
s7278,4006
s7279,4006
s7281,517
s7282,4787
s7283,4969
s7284,4919
s7285,833
s7287,4194
s7289,343
s7289,4409
s7290,304
s7290,4448
s7293,2907
s7294,3526
s7294,4347
s7294,1090
s7295,2166
s7296,3455
s7297,2026
s7299,2001
s7300,4003
s7303,2374
s7304,2205
s7305,2501
s7306,218
s7307,806
s7309,4441
s7310,2411
s7311,1304
s7312,1771
s7314,4619
s7315,3961
s7316,1814
s7317,4417
s7318,3685
s7320,3685
s7321,4966
s7323,3353
s7324,4866
s7327,1652
s7328,4437
s7329,1899
s7329,4431
s7330,1426
s7330,2271
s7331,3069
s7333,4378
s7334,1877
s7335,2029
s7335,3340
s7336,4523
s7337,1148
s7338,3510
s7340,1802
s7341,180
s7342,4155
s7345,816
s7346,3505
s7347,4056
s7348,4400
s7351,4435
s7352,109
s7353,4366
s7355,886
s7356,251
s7357,2426
s7358,2205
s7359,292
s7361,3731
s7361,4818
s7362,3678
s7363,4613
s7364,1977
s7365,3692
s7366,1257
s7367,1160
s7368,1561
s7370,741
s7370,2073
s7371,2089
s7372,917
s7373,3386
s7374,562
s7375,22
s7376,1800
s7378,2738
s7379,4597
s7380,577
s7381,256
s7385,2686
s7387,1089
s7388,4353
s7389,4112
s7390,3143
s7391,2443
s7392,561
s7394,4308
s7395,4562
s7396,1101
s7397,2200
s7398,4672
s7399,3126
s7400,3533
s7401,3735
s7402,3342
s7403,936
s7404,4434
s7406,3303
s7408,3701
s7410,1375
s7411,833
s7412,1134
s7413,1076
s7414,1168
s7415,1332
s7416,2668
s7416,1340
s7417,1752
s7418,3906
s7420,4279
s7421,4745
s7422,3484
s7423,4462
s7423,482
s7424,1033
s7425,3651
s7426,1715
s7426,4241
s7427,629
s7427,3897
s7428,4121
s7429,4066
s7430,2064
s7431,3304
s7432,2964
s7433,3202
s7434,1855
s7435,3545
s7435,2936
s7438,617
s7440,631
s7441,4291
s7442,1923
s7442,927
s7443,537
s7444,537
s7445,2146
s7446,1512
s7449,4654
s7451,4145
s7452,598
s7453,4418
s7455,2008
s7457,1650
s7459,366
s7461,1544
s7462,4559
s7463,3773
s7465,2449
s7466,2712
s7467,2475
s7468,2039
s7470,529
s7471,2327
s7472,1093
s7473,1080
s7474,3466
s7475,377
s7475,4041
s7476,3256
s7477,4571
s7478,4890
s7479,2583
s7480,28
s7482,3185
s7483,2963
s7485,669
s7487,3950
s7488,111
s7489,1759
s7490,4430
s7491,4889
s7492,4412
s7492,326
s7493,4889
s7493,4518
s7494,1254
s7495,4792
s7495,223
s7496,4889
s7497,3175
s7497,4430
s7498,4889
s7499,997
s7499,4889
s7500,486
s7500,1340
s7501,1254
s7501,326
s7501,486
s7502,1254
s7502,4430
s7504,3934
s7505,3723
s7507,1250
s7508,535
s7509,403
s7510,1915
s7511,783
s7512,3114
s7513,495
s7514,4471
s7515,2037
s7516,3603
s7516,4877
s7516,4418
s7516,1635
s7516,4417
s7516,1888
s7516,2254
s7516,1296
s7516,3541
s7516,669
s7516,4036
s7516,1891
s7517,699
s7518,4417
s7519,4684
s7520,391
s7521,965
s7523,4851
s7524,2008
s7525,1089
s7526,211
s7526,585
s7527,1884
s7528,2056
s7531,2684
s7531,762
s7532,704
s7533,3454
s7534,4860
s7535,1829
s7536,1062
s7537,3307
s7538,181
s7540,925
s7542,1828
s7542,1981
s7543,1981
s7543,1828
s7544,4865
s7545,4334
s7545,4899
s7546,2153
s7547,3350
s7549,479
s7550,4318
s7551,3211
s7553,4063
s7554,1929
s7555,2563
s7555,1432
s7556,1179
s7557,554
s7557,1552
s7558,3684
s7559,1727
s7560,2976
s7561,3297
s7562,4348
s7563,1548
s7564,1618
s7565,2233
s7566,2806
s7567,3996
s7567,563
s7568,784
s7576,1564
s7578,3487
s7579,2297
s7580,1178
s7581,2521
s7582,2655
s7583,453
s7584,2260
s7585,2460
s7586,998
s7588,1554
s7591,354
s7592,3360
s7593,4182
s7595,388
s7596,4624
s7597,3864
s7597,4624
s7599,2518
s7599,1864
s7601,4034
s7602,2959
s7603,1590
s7604,4153
s7605,4580
s7606,1239
s7607,2959
s7608,3604
s7609,1607
s7610,3574
s7610,2543
s7612,3436
s7613,3436
s7614,2715
s7615,1030
s7616,3633
s7617,4676
s7618,3397
s7618,3710
s7619,1507
s7620,4064
s7621,2671
s7622,3620
s7623,4104
s7626,1005
s7626,4758
s7627,1323
s7631,2618
s7632,2618
s7634,2982
s7635,1583
s7636,1866
s7636,1865
s7637,2771
s7638,2684
s7639,4440
s7640,4440
s7642,3272
s7643,4272
s7644,3674
s7645,3674
s7646,3674
s7648,526
s7649,3435
s7651,3217
s7652,923
s7653,1728
s7654,3680
s7655,2996
s7656,811
s7657,811
s7658,2996
s7659,4323
s7660,4227
s7661,524
s7662,3240
s7664,4626
s7665,3394
s7666,1934
s7668,3366
s7669,606
s7669,3140
s7670,3978
s7670,2082
s7671,2160
s7673,1054
s7674,4618
s7677,1054
s7678,2717
s7679,831
s7680,3614
s7681,2535
s7682,556
s7683,1979
s7684,2921
s7684,334
s7685,400
s7687,63
s7687,2769
s7688,3566
s7689,2581
s7691,3870
s7692,795
s7693,2263
s7695,3673
s7696,806
s7697,268
s7698,193
s7700,957
s7701,1422
s7702,1096
s7703,596
s7704,3814
s7705,3458
s7707,4459
s7708,1505
s7709,2028
s7712,2490
s7713,3372
s7714,2052
s7715,3657
s7716,2384
s7717,4418
s7718,1215
s7720,3512
s7721,524
s7723,3560
s7723,4862
s7724,3225
s7725,2935
s7727,1846
s7728,731
s7729,1889
s7731,3442
s7732,4701
s7733,4876
s7734,2401
s7735,1988
s7735,149
s7736,2241
s7737,126
s7737,2580
s7738,524
s7738,3583
s7738,4346
s7738,3517
s7738,4838
s7739,2583
s7740,50
s7741,1006
s7741,1230
s7742,910
s7743,1508
s7744,3463
s7744,4363
s7744,3863
s7744,3874
s7745,2806
s7746,1830
s7746,710
s7747,897
s7749,160
s7750,4095
s7751,3819
s7752,3435
s7753,1028
s7753,2286
s7754,1995
s7755,4895
s7756,3922
s7758,1494
s7759,4424
s7779,809
s7779,2551
s7789,1883
s7790,460
s7791,1464
s7792,4169
s7793,847
s7793,2287
s7793,1627
s7794,1630
s7795,4899
s7796,599
s7797,4401
s7798,910
s7800,533
s7802,3768
s7803,3709
s7804,419
s7805,2761
s7806,2772
s7808,3139
s7810,2860
s7812,4866
s7815,3859
s7817,350
s7818,2241
s7819,3799
s7820,1693
s7821,2964
s7822,2839
s7823,2049
s7823,4627
s7824,1218
s7825,1200
s7826,545
s7827,3640
s7827,3850
s7828,3745
s7830,1336
s7831,4132
s7832,2528
s7833,1586
s7834,272
s7835,3240
s7837,1780
s7838,354
s7840,3344
s7842,3102
s7844,961
s7845,2178
s7846,278
s7847,2904
s7849,933
s7849,2673
s7850,3217
s7852,348
s7853,4249
s7854,478
s7855,248
s7856,2935
s7858,3572
s7859,3830
s7860,2702
s7860,79
s7861,833
s7862,4801
s7864,Andrew Lau Wai-Keung
s7864,333
s7865,1925
s7865,1876
s7866,4098
s7867,Fernando Frías De La Parra
s7869,2213
s7870,2818
s7872,1194
s7872,2768
s7874,462
s7875,274
s7876,1827
s7877,3664
s7878,3346
s7880,2159
s7881,4520
s7882,4520
s7883,4520
s7884,2159
s7885,1491
s7886,4113
s7887,3287
s7888,3207
s7889,3309
s7890,2667
s7891,3014
s7892,3034
s7892,1925
s7894,4307
s7895,4000
s7896,2152
s7897,1965
s7899,474
s7900,3714
s7901,4382
s7902,3910
s7903,1998
s7904,1516
s7905,1109
s7906,878
s7908,3950
s7910,1067
s7911,1199
s7912,191
s7913,924
s7914,3780
s7915,1576
s7916,1665
s7917,3130
s7918,523
s7919,1281
s7920,2539
s7920,3496
s7921,946
s7922,3692
s7923,3277
s7924,4137
s7925,3214
s7926,3518
s7927,2378
s7928,282
s7929,702
s7929,1499
s7930,369
s7931,2166
s7932,3760
s7933,3745
s7934,1596
s7935,2738
s7936,1581
s7937,3989
s7938,3989
s7939,1508
s7940,4781
s7941,2394
s7942,4765
s7944,91
s7945,3750
s7946,993
s7947,2073
s7948,2811
s7950,2171
s7951,2017
s7952,2777
s7953,2482
s7955,1220
s7956,2446
s7957,2821
s7958,4441
s7959,4365
s7960,1753
s7960,2440
s7960,2090
s7961,1267
s7962,4867
s7963,4867
s7964,2196
s7965,4444
s7966,2822
s7967,1227
s7968,1967
s7970,614
s7971,2417
s7972,4500
s7973,4103
s7974,2417
s7975,4789
s7976,4500
s7977,4103
s7978,4789
s7979,4789
s7979,1513
s7980,2734
s7981,3476
s7982,468
s7984,2472
s7986,3179
s7987,3118
s7988,3118
s7989,4521
s7990,414
s7991,3035
s7993,4462
s7995,2565
s7996,1206
s7997,1648
s7998,1742
s7999,1133
s8000,4108
s8002,2784
s8002,622
s8004,1652
s8005,3778
s8006,3811
s8007,87
s8007,3855
s8008,3855
s8009,2094
s8009,3687
s8010,1192
s8011,3945
s8012,532
s8013,85
s8014,524
s8014,3517
s8015,1381
s8015,413
s8017,4841
s8018,4634
s8019,2780
s8020,1936
s8024,365
s8025,3733
s8026,3932
s8027,1237
s8028,1628
s8029,954
s8030,1283
s8033,3835
s8034,3895
s8035,1484
s8036,944
s8036,1624
s8037,2676
s8038,2121
s8039,611
s8040,3657
s8042,2174
s8043,2111
s8044,3395
s8046,203
