program_id,country_id,date,year
s1387,103.0,2021-01-22,2020
s1388,116.0,2021-01-22,2010
s1388,37.0,2021-01-22,2010
s1389,46.0,2021-01-22,2021
s1389,116.0,2021-01-22,2021
s1390,116.0,2021-01-21,2020
s1391,115.0,2021-01-21,2020
s1391,50.0,2021-01-21,2020
s1392,116.0,2021-01-20,2020
s1393,68.0,2021-01-20,2021
s1394,116.0,2021-01-20,2020
s1395,116.0,2021-01-20,2021
s1396,116.0,2021-01-19,2021
s1397,116.0,2021-01-18,2013
s1398,115.0,2021-01-16,2016
s1398,103.0,2021-01-16,2016
s1398,116.0,2021-01-16,2016
s1399,116.0,2021-01-16,2020
s1399,110.0,2021-01-16,2020
s1400,116.0,2021-01-16,2018
s1401,116.0,2021-01-15,2021
s1402,116.0,2021-01-15,2021
s1403,116.0,2021-01-15,2021
s1404,16.0,2021-01-15,2020
s1405,116.0,2021-01-15,2016
s1406,44.0,2021-01-15,2021
s1406,116.0,2021-01-15,2021
s1407,116.0,2021-01-15,2014
s1408,116.0,2021-01-15,2019
s1408,101.0,2021-01-15,2019
s1409,116.0,2021-01-15,2020
s1409,21.0,2021-01-15,2020
s1410,116.0,2021-01-15,2020
s1411,46.0,2021-01-15,2021
s1412,116.0,2021-01-15,2021
s1413,101.0,2021-01-15,2021
s1414,47.0,2021-01-14,2011
s1415,47.0,2021-01-14,2020
s1416,116.0,2021-01-13,2017
s1417,116.0,2021-01-13,2021
s1418,5.0,2021-01-12,2019
s1419,,2021-01-12,2021
s1420,115.0,2021-01-12,2020
s1421,116.0,2021-01-11,2021
s1422,37.0,2021-01-11,2011
s1423,46.0,2021-01-08,2005
s1424,46.0,2021-01-08,2005
s1425,21.0,2021-01-08,2021
s1425,116.0,2021-01-08,2021
s1425,22.0,2021-01-08,2021
s1426,116.0,2021-01-08,2021
s1427,46.0,2021-01-08,2003
s1428,115.0,2021-01-08,2021
s1429,46.0,2021-01-08,2018
s1429,37.0,2021-01-08,2018
s1430,46.0,2021-01-08,2021
s1431,116.0,2021-01-08,2021
s1432,111.0,2021-01-08,2021
s1433,103.0,2021-01-08,2021
s1434,47.0,2021-01-07,2020
s1435,37.0,2021-01-07,2016
s1435,21.0,2021-01-07,2016
s1436,21.0,2021-01-07,2020
s1436,44.0,2021-01-07,2020
s1436,116.0,2021-01-07,2020
s1437,,2021-01-06,2021
s1438,116.0,2021-01-06,2021
s1439,37.0,2021-01-06,2020
s1440,116.0,2021-01-05,2021
s1441,68.0,2021-01-05,2021
s1441,116.0,2021-01-05,2021
s1442,46.0,2021-01-04,1999
s1443,,2021-01-04,2020
s1444,116.0,2021-01-04,2019
s1445,116.0,2021-01-03,2012
s1446,79.0,2021-01-02,2020
s1447,116.0,2021-01-01,2014
s1448,116.0,2021-01-01,2009
s1448,21.0,2021-01-01,2009
s1449,116.0,2021-01-01,2021
s1450,116.0,2021-01-01,2021
s1451,116.0,2021-01-01,1987
s1452,116.0,2021-01-01,2020
s1453,116.0,2021-01-01,2013
s1454,116.0,2021-01-01,1997
s1455,116.0,2021-01-01,2009
s1456,116.0,2021-01-01,2021
s1457,116.0,2021-01-01,2007
s1458,116.0,2021-01-01,2017
s1459,115.0,2021-01-01,2017
s1460,116.0,2021-01-01,2011
s1461,68.0,2021-01-01,2021
s1462,116.0,2021-01-01,1988
s1463,,2021-01-01,2020
s1464,21.0,2021-01-01,2014
s1464,115.0,2021-01-01,2014
s1464,116.0,2021-01-01,2014
s1465,116.0,2021-01-01,2019
s1466,116.0,2021-01-01,2013
s1467,116.0,2021-01-01,2021
s1468,115.0,2021-01-01,2011
s1468,39.0,2021-01-01,2011
s1468,37.0,2021-01-01,2011
s1468,116.0,2021-01-01,2011
s1469,101.0,2021-01-01,2021
s1470,116.0,2021-01-01,1993
s1471,116.0,2020-12-31,2017
s1472,,2020-12-31,2020
s1473,46.0,2020-12-31,2014
s1474,116.0,2020-12-31,2020
s1475,47.0,2020-12-31,2020
s1476,47.0,2020-12-31,2019
s1477,116.0,2020-12-30,2020
s1478,116.0,2020-12-30,2019
s1479,30.0,2020-12-30,2020
s1479,116.0,2020-12-30,2020
s1480,52.0,2020-12-30,2020
s1481,115.0,2020-12-30,2018
s1482,109.0,2020-12-30,2020
s1483,,2020-12-30,2020
s1484,101.0,2020-12-28,2020
s1485,116.0,2020-12-28,2020
s1486,116.0,2020-12-28,2011
s1486,21.0,2020-12-28,2011
s1487,116.0,2020-12-27,2020
s1488,94.0,2020-12-27,2019
s1489,37.0,2020-12-26,2020
s1489,3.0,2020-12-26,2020
s1490,46.0,2020-12-26,2020
s1491,21.0,2020-12-26,2020
s1492,46.0,2020-12-25,2020
s1493,116.0,2020-12-25,2020
s1494,85.0,2020-12-25,2019
s1495,116.0,2020-12-25,2020
s1496,47.0,2020-12-24,2019
s1497,47.0,2020-12-24,2018
s1498,85.0,2020-12-24,2019
s1499,116.0,2020-12-23,2012
s1500,116.0,2020-12-23,2020
s1501,109.0,2020-12-23,2020
s1502,116.0,2020-12-22,2020
s1503,116.0,2020-12-22,2020
s1504,101.0,2020-12-22,2020
s1505,75.0,2020-12-22,2020
s1506,116.0,2020-12-22,2020
s1507,115.0,2020-12-22,2016
s1507,36.0,2020-12-22,2016
s1507,39.0,2020-12-22,2016
s1507,116.0,2020-12-22,2016
s1507,7.0,2020-12-22,2016
s1507,54.0,2020-12-22,2016
s1507,37.0,2020-12-22,2016
s1507,50.0,2020-12-22,2016
s1508,115.0,2020-12-22,2020
s1509,115.0,2020-12-22,2010
s1510,116.0,2020-12-21,2020
s1511,116.0,2020-12-21,2018
s1511,115.0,2020-12-21,2018
s1512,34.0,2020-12-20,2019
s1513,115.0,2020-12-20,2020
s1514,116.0,2020-12-19,2012
s1515,100.0,2020-12-18,2019
s1516,116.0,2020-12-18,2020
s1517,79.0,2020-12-18,2020
s1518,116.0,2020-12-18,2020
s1519,,2020-12-18,2020
s1520,65.0,2020-12-18,2006
s1521,46.0,2020-12-18,2020
s1522,65.0,2020-12-18,2004
s1523,65.0,2020-12-18,2009
s1524,25.0,2020-12-17,2020
s1525,21.0,2020-12-17,2018
s1526,47.0,2020-12-17,2019
s1527,85.0,2020-12-17,2017
s1528,75.0,2020-12-17,2020
s1529,101.0,2020-12-17,2020
s1530,85.0,2020-12-17,2019
s1531,116.0,2020-12-17,2020
s1532,,2020-12-17,2019
s1533,16.0,2020-12-16,2020
s1534,,2020-12-16,2020
s1535,85.0,2020-12-16,2012
s1535,21.0,2020-12-16,2012
s1535,115.0,2020-12-16,2012
s1535,116.0,2020-12-16,2012
s1536,100.0,2020-12-16,2020
s1537,116.0,2020-12-16,2016
s1538,116.0,2020-12-16,2013
s1539,116.0,2020-12-16,2011
s1539,54.0,2020-12-16,2011
s1540,54.0,2020-12-16,2011
s1541,116.0,2020-12-16,2016
s1542,115.0,2020-12-16,2020
s1543,46.0,2020-12-16,2020
s1544,116.0,2020-12-15,2014
s1545,21.0,2020-12-15,2018
s1546,116.0,2020-12-15,2020
s1547,116.0,2020-12-15,2020
s1548,116.0,2020-12-15,2011
s1549,116.0,2020-12-15,2006
s1550,50.0,2020-12-15,2019
s1550,37.0,2020-12-15,2019
s1550,45.0,2020-12-15,2019
s1550,116.0,2020-12-15,2019
s1550,68.0,2020-12-15,2019
s1550,13.0,2020-12-15,2019
s1550,115.0,2020-12-15,2019
s1550,43.0,2020-12-15,2019
s1551,116.0,2020-12-14,2020
s1552,115.0,2020-12-14,2021
s1552,21.0,2020-12-14,2021
s1552,116.0,2020-12-14,2021
s1553,116.0,2020-12-14,2020
s1554,116.0,2020-12-13,2020
s1555,60.0,2020-12-12,2020
s1556,37.0,2020-12-12,2018
s1557,,2020-12-11,2020
s1558,116.0,2020-12-11,2020
s1559,116.0,2020-12-11,2020
s1560,103.0,2020-12-11,2020
s1561,116.0,2020-12-11,2020
s1562,46.0,2020-12-11,2020
s1563,54.0,2020-12-10,2020
s1564,21.0,2020-12-10,2020
s1564,116.0,2020-12-10,2020
s1565,,2020-12-10,2020
s1566,85.0,2020-12-10,2016
s1567,85.0,2020-12-10,2013
s1568,85.0,2020-12-10,2019
s1569,85.0,2020-12-09,2019
s1570,93.0,2020-12-09,2013
s1571,34.0,2020-12-09,2019
s1572,52.0,2020-12-09,2020
s1573,116.0,2020-12-09,2020
s1574,116.0,2020-12-09,2020
s1575,116.0,2020-12-09,2020
s1576,96.0,2020-12-08,2020
s1577,116.0,2020-12-08,2020
s1578,16.0,2020-12-08,2020
s1579,58.0,2020-12-08,2019
s1580,116.0,2020-12-08,2020
s1581,116.0,2020-12-08,2020
s1582,,2020-12-08,2020
s1583,116.0,2020-12-08,2016
s1584,101.0,2020-12-07,2018
s1585,116.0,2020-12-07,2020
s1586,,2020-12-07,2020
s1587,37.0,2020-12-07,2020
s1588,109.0,2020-12-05,2020
s1589,21.0,2020-12-05,2020
s1590,46.0,2020-12-04,2020
s1591,116.0,2020-12-04,2020
s1592,116.0,2020-12-04,2020
s1593,39.0,2020-12-04,2020
s1594,100.0,2020-12-04,2020
s1595,111.0,2020-12-04,2020
s1596,116.0,2020-12-04,2020
s1597,,2020-12-04,2020
s1598,116.0,2020-12-04,2020
s1599,85.0,2020-12-03,2019
s1600,37.0,2020-12-03,2018
s1600,13.0,2020-12-03,2018
s1601,,2020-12-03,2020
s1602,16.0,2020-12-03,2020
s1603,85.0,2020-12-03,2013
s1604,115.0,2020-12-02,2020
s1605,45.0,2020-12-02,2020
s1606,47.0,2020-12-02,2020
s1607,86.0,2020-12-02,2020
s1608,39.0,2020-12-02,2020
s1609,116.0,2020-12-01,2014
s1609,37.0,2020-12-01,2014
s1609,95.0,2020-12-01,2014
s1610,116.0,2020-12-01,2020
s1611,116.0,2020-12-01,2009
s1611,52.0,2020-12-01,2009
s1612,116.0,2020-12-01,2014
s1613,116.0,2020-12-01,2014
s1614,115.0,2020-12-01,2014
s1615,103.0,2020-12-01,2018
s1615,52.0,2020-12-01,2018
s1616,116.0,2020-12-01,2012
s1617,116.0,2020-12-01,2006
s1618,116.0,2020-12-01,2020
s1619,116.0,2020-12-01,2015
s1619,50.0,2020-12-01,2015
s1619,115.0,2020-12-01,2015
s1619,46.0,2020-12-01,2015
s1620,115.0,2020-12-01,2017
s1620,96.0,2020-12-01,2017
s1621,43.0,2020-12-01,2018
s1621,116.0,2020-12-01,2018
s1622,7.0,2020-12-01,1990
s1622,116.0,2020-12-01,1990
s1623,116.0,2020-12-01,2006
s1623,21.0,2020-12-01,2006
s1624,116.0,2020-12-01,2010
s1625,116.0,2020-12-01,2006
s1625,66.0,2020-12-01,2006
s1625,37.0,2020-12-01,2006
s1625,115.0,2020-12-01,2006
s1626,101.0,2020-12-01,2018
s1627,116.0,2020-12-01,2018
s1627,24.0,2020-12-01,2018
s1627,21.0,2020-12-01,2018
s1628,116.0,2020-12-01,2020
s1629,115.0,2020-12-01,2018
s1630,85.0,2020-12-01,2020
s1631,85.0,2020-11-30,2020
s1632,116.0,2020-11-30,2018
s1633,116.0,2020-11-30,2019
s1634,116.0,2020-11-30,2020
s1635,101.0,2020-11-29,2020
s1636,116.0,2020-11-27,2020
s1637,116.0,2020-11-27,2020
s1638,103.0,2020-11-27,2020
s1639,46.0,2020-11-27,2020
s1640,7.0,2020-11-27,1999
s1641,39.0,2020-11-27,2020
s1642,116.0,2020-11-27,2020
s1643,52.0,2020-11-27,2020
s1644,101.0,2020-11-27,2020
s1645,85.0,2020-11-26,2018
s1646,116.0,2020-11-26,2020
s1647,116.0,2020-11-26,2020
s1648,85.0,2020-11-26,2017
s1649,115.0,2020-11-25,2020
s1650,54.0,2020-11-25,2020
s1651,115.0,2020-11-25,2020
s1651,116.0,2020-11-25,2020
s1652,21.0,2020-11-25,2020
s1653,,2020-11-24,2020
s1654,46.0,2020-11-24,2020
s1655,78.0,2020-11-24,2015
s1656,116.0,2020-11-24,2020
s1657,116.0,2020-11-24,2020
s1658,5.0,2020-11-24,2020
s1659,34.0,2020-11-24,2020
s1660,116.0,2020-11-23,2020
s1661,116.0,2020-11-23,2020
s1662,101.0,2020-11-23,2017
s1663,34.0,2020-11-23,2018
s1664,116.0,2020-11-22,2020
s1665,116.0,2020-11-22,2013
s1665,91.0,2020-11-22,2013
s1666,57.0,2020-11-20,2019
s1667,116.0,2020-11-20,2020
s1668,24.0,2020-11-20,2020
s1669,,2020-11-20,2019
s1670,116.0,2020-11-20,2020
s1671,46.0,2020-11-20,2020
s1672,116.0,2020-11-20,2020
s1673,116.0,2020-11-20,2020
s1674,46.0,2020-11-19,2004
s1675,46.0,2020-11-19,2011
s1676,46.0,2020-11-19,2010
s1677,46.0,2020-11-19,2015
s1678,85.0,2020-11-19,2010
s1679,46.0,2020-11-19,2016
s1680,46.0,2020-11-19,2011
s1681,46.0,2020-11-19,2016
s1682,116.0,2020-11-19,2020
s1683,85.0,2020-11-19,2018
s1684,46.0,2020-11-19,2009
s1685,116.0,2020-11-18,2020
s1686,116.0,2020-11-17,2020
s1686,54.0,2020-11-17,2020
s1687,116.0,2020-11-17,2020
s1688,116.0,2020-11-17,2020
s1689,116.0,2020-11-17,2020
s1690,115.0,2020-11-16,2016
s1690,116.0,2020-11-16,2016
s1691,116.0,2020-11-16,2017
s1692,116.0,2020-11-15,2017
s1692,21.0,2020-11-15,2017
s1693,116.0,2020-11-15,2013
s1694,54.0,2020-11-15,2019
s1695,116.0,2020-11-15,2013
s1696,21.0,2020-11-15,2018
s1697,21.0,2020-11-15,2021
s1697,116.0,2020-11-15,2021
s1697,50.0,2020-11-15,2021
s1698,116.0,2020-11-15,2014
s1699,115.0,2020-11-15,2020
s1699,116.0,2020-11-15,2020
s1700,116.0,2020-11-15,1954
s1701,116.0,2020-11-14,2019
s1702,116.0,2020-11-13,2019
s1703,46.0,2020-11-13,2020
s1704,116.0,2020-11-13,2020
s1705,16.0,2020-11-13,2020
s1706,52.0,2020-11-13,2020
s1707,103.0,2020-11-13,2020
s1708,85.0,2020-11-12,2008
s1709,111.0,2020-11-12,2020
s1710,85.0,2020-11-12,2018
s1711,116.0,2020-11-12,2013
s1712,101.0,2020-11-12,2020
s1713,46.0,2020-11-12,2020
s1714,5.0,2020-11-12,2019
s1715,116.0,2020-11-12,2008
s1715,21.0,2020-11-12,2008
s1716,16.0,2020-11-11,2020
s1717,7.0,2020-11-11,2020
s1718,116.0,2020-11-11,2020
s1719,116.0,2020-11-11,2020
s1720,60.0,2020-11-11,1979
s1720,21.0,2020-11-11,1979
s1720,37.0,2020-11-11,1979
s1721,8.0,2020-11-11,2020
s1722,116.0,2020-11-10,2006
s1723,116.0,2020-11-10,2020
s1724,,2020-11-06,2020
s1725,54.0,2020-11-06,2018
s1725,21.0,2020-11-06,2018
s1725,116.0,2020-11-06,2018
s1726,78.0,2020-11-06,2020
s1727,116.0,2020-11-06,2020
s1728,109.0,2020-11-06,2020
s1729,103.0,2020-11-06,2019
s1729,37.0,2020-11-06,2019
s1729,21.0,2020-11-06,2019
s1730,116.0,2020-11-06,2016
s1731,7.0,2020-11-06,2018
s1732,116.0,2020-11-05,2020
s1733,85.0,2020-11-05,2019
s1734,5.0,2020-11-05,2020
s1735,21.0,2020-11-05,2020
s1736,85.0,2020-11-05,2012
s1737,116.0,2020-11-05,2020
s1738,34.0,2020-11-05,2020
s1739,21.0,2020-11-04,2018
s1740,21.0,2020-11-04,2018
s1741,106.0,2020-11-04,2020
s1742,46.0,2020-11-04,2020
s1743,39.0,2020-11-03,2020
s1744,54.0,2020-11-03,2020
s1745,,2020-11-03,2016
s1746,,2020-11-03,2020
s1747,21.0,2020-11-02,2020
s1748,21.0,2020-11-02,2018
s1748,116.0,2020-11-02,2018
s1749,116.0,2020-11-01,2019
s1750,116.0,2020-11-01,2019
s1751,116.0,2020-11-01,2002
s1752,116.0,2020-11-01,2020
s1753,116.0,2020-11-01,2020
s1754,21.0,2020-11-01,2018
s1755,116.0,2020-11-01,2019
s1756,116.0,2020-11-01,2018
s1757,116.0,2020-11-01,2019
s1758,116.0,2020-11-01,2018
s1759,21.0,2020-11-01,2020
s1760,30.0,2020-11-01,2019
s1760,96.0,2020-11-01,2019
s1760,21.0,2020-11-01,2019
s1760,116.0,2020-11-01,2019
s1761,116.0,2020-11-01,2019
s1761,37.0,2020-11-01,2019
s1761,30.0,2020-11-01,2019
s1762,116.0,2020-11-01,1989
s1763,116.0,2020-11-01,2018
s1763,24.0,2020-11-01,2018
s1763,25.0,2020-11-01,2018
s1764,116.0,2020-11-01,2018
s1765,115.0,2020-11-01,2016
s1765,37.0,2020-11-01,2016
s1765,39.0,2020-11-01,2016
s1765,116.0,2020-11-01,2016
s1766,37.0,2020-11-01,2018
s1766,116.0,2020-11-01,2018
s1767,101.0,2020-11-01,2020
s1768,103.0,2020-11-01,2012
s1768,110.0,2020-11-01,2012
s1768,116.0,2020-11-01,2012
s1769,116.0,2020-11-01,1994
s1770,101.0,2020-11-01,2018
s1771,116.0,2020-11-01,2020
s1772,16.0,2020-10-31,2017
s1773,79.0,2020-10-31,2018
s1774,7.0,2020-10-31,2019
s1775,116.0,2020-10-30,2019
s1776,115.0,2020-10-30,2020
s1777,78.0,2020-10-30,2017
s1778,46.0,2020-10-30,2020
s1779,,2020-10-30,2020
s1780,116.0,2020-10-30,2020
s1781,37.0,2020-10-30,2020
s1782,116.0,2020-10-30,2020
s1783,52.0,2020-10-30,2020
s1784,68.0,2020-10-30,2020
s1784,103.0,2020-10-30,2020
s1785,85.0,2020-10-29,2013
s1786,116.0,2020-10-28,2020
s1787,,2020-10-28,2016
s1788,116.0,2020-10-28,2013
s1789,86.0,2020-10-28,2020
s1790,116.0,2020-10-28,2020
s1791,116.0,2020-10-27,2020
s1792,116.0,2020-10-27,2020
s1793,5.0,2020-10-27,2020
s1794,116.0,2020-10-27,2020
s1795,109.0,2020-10-26,2020
s1796,46.0,2020-10-25,2009
s1797,50.0,2020-10-24,2018
s1797,63.0,2020-10-24,2018
s1797,13.0,2020-10-24,2018
s1798,7.0,2020-10-24,2019
s1799,16.0,2020-10-23,2019
s1800,39.0,2020-10-23,2020
s1801,116.0,2020-10-23,2020
s1802,24.0,2020-10-23,2020
s1802,116.0,2020-10-23,2020
s1803,116.0,2020-10-23,2018
s1804,103.0,2020-10-23,2020
s1805,116.0,2020-10-23,2020
s1806,116.0,2020-10-22,2017
s1807,79.0,2020-10-22,2020
s1808,85.0,2020-10-22,2018
s1809,115.0,2020-10-22,2019
s1810,85.0,2020-10-22,2018
s1811,21.0,2020-10-22,2018
s1811,13.0,2020-10-22,2018
s1812,116.0,2020-10-22,2020
s1813,21.0,2020-10-21,2020
s1813,115.0,2020-10-21,2020
s1814,116.0,2020-10-21,2020
s1815,115.0,2020-10-21,2020
s1816,21.0,2020-10-20,2020
s1817,116.0,2020-10-20,2020
s1818,60.0,2020-10-19,1975
s1819,60.0,2020-10-19,2005
s1820,60.0,2020-10-19,2013
s1821,60.0,2020-10-19,2014
s1821,114.0,2020-10-19,2014
s1821,37.0,2020-10-19,2014
s1821,107.0,2020-10-19,2014
s1821,39.0,2020-10-19,2014
s1822,60.0,2020-10-19,2017
s1823,37.0,2020-10-19,1991
s1823,13.0,2020-10-19,1991
s1823,52.0,2020-10-19,1991
s1824,60.0,2020-10-19,2017
s1825,60.0,2020-10-19,2012
s1825,116.0,2020-10-19,2012
s1825,114.0,2020-10-19,2012
s1826,60.0,2020-10-19,2003
s1826,37.0,2020-10-19,2003
s1827,37.0,2020-10-19,1982
s1827,60.0,2020-10-19,1982
s1828,37.0,2020-10-19,2007
s1828,60.0,2020-10-19,2007
s1828,115.0,2020-10-19,2007
s1829,,2020-10-19,2020
s1830,37.0,2020-10-19,1999
s1830,79.0,2020-10-19,1999
s1830,60.0,2020-10-19,1999
s1830,13.0,2020-10-19,1999
s1831,60.0,2020-10-19,2018
s1832,60.0,2020-10-19,1980
s1832,21.0,2020-10-19,1980
s1832,37.0,2020-10-19,1980
s1833,106.0,2020-10-19,2005
s1833,29.0,2020-10-19,2005
s1833,115.0,2020-10-19,2005
s1833,30.0,2020-10-19,2005
s1833,75.0,2020-10-19,2005
s1834,116.0,2020-10-18,2012
s1835,101.0,2020-10-18,2020
s1836,115.0,2020-10-17,2020
s1837,57.0,2020-10-16,2018
s1838,116.0,2020-10-16,2020
s1839,116.0,2020-10-16,2016
s1840,37.0,2020-10-16,2020
s1841,68.0,2020-10-16,2020
s1841,103.0,2020-10-16,2020
s1842,116.0,2020-10-16,2020
s1843,116.0,2020-10-16,2020
s1843,115.0,2020-10-16,2020
s1843,46.0,2020-10-16,2020
s1844,116.0,2020-10-16,2014
s1844,91.0,2020-10-16,2014
s1845,116.0,2020-10-15,2020
s1846,116.0,2020-10-15,2016
s1847,34.0,2020-10-15,2018
s1848,115.0,2020-10-15,2018
s1849,116.0,2020-10-15,2005
s1850,47.0,2020-10-15,2017
s1850,75.0,2020-10-15,2017
s1851,47.0,2020-10-15,2020
s1852,116.0,2020-10-15,2006
s1853,116.0,2020-10-15,2020
s1854,46.0,2020-10-15,2020
s1855,116.0,2020-10-15,2020
s1856,109.0,2020-10-14,2020
s1857,116.0,2020-10-14,2020
s1858,68.0,2020-10-14,2020
s1859,46.0,2020-10-13,2004
s1860,115.0,2020-10-13,2020
s1861,116.0,2020-10-13,2020
s1862,46.0,2020-10-12,1990
s1863,46.0,2020-10-12,1982
s1864,46.0,2020-10-12,2015
s1865,116.0,2020-10-12,2020
s1866,46.0,2020-10-12,2006
s1867,46.0,2020-10-12,2002
s1868,116.0,2020-10-11,2017
s1869,116.0,2020-10-09,2020
s1870,46.0,2020-10-09,2020
s1871,111.0,2020-10-09,2018
s1871,101.0,2020-10-09,2018
s1872,21.0,2020-10-09,2020
s1873,116.0,2020-10-09,2020
s1874,116.0,2020-10-09,2020
s1875,37.0,2020-10-08,2020
s1876,101.0,2020-10-08,2020
s1877,5.0,2020-10-08,2004
s1878,101.0,2020-10-08,2020
s1879,116.0,2020-10-08,2020
s1879,21.0,2020-10-08,2020
s1880,116.0,2020-10-07,2020
s1881,91.0,2020-10-07,2020
s1882,116.0,2020-10-06,2020
s1883,115.0,2020-10-06,2019
s1884,21.0,2020-10-06,2020
s1885,116.0,2020-10-06,2017
s1886,46.0,2020-10-05,2020
s1887,116.0,2020-10-04,2020
s1887,115.0,2020-10-04,2020
s1888,21.0,2020-10-03,2020
s1889,111.0,2020-10-03,2018
s1890,,2020-10-03,2016
s1891,,2020-10-03,2017
s1892,111.0,2020-10-02,2016
s1893,,2020-10-02,2020
s1894,116.0,2020-10-02,2005
s1895,116.0,2020-10-02,2020
s1896,7.0,2020-10-02,2009
s1897,78.0,2020-10-02,2020
s1898,46.0,2020-10-02,2020
s1899,52.0,2020-10-02,2020
s1900,111.0,2020-10-02,2017
s1901,116.0,2020-10-02,2020
s1902,68.0,2020-10-02,2020
s1903,65.0,2020-10-01,2020
s1904,95.0,2020-10-01,2017
s1904,116.0,2020-10-01,2017
s1905,116.0,2020-10-01,2019
s1906,100.0,2020-10-01,2013
s1907,116.0,2020-10-01,2019
s1908,101.0,2020-10-01,2018
s1909,54.0,2020-10-01,2016
s1910,116.0,2020-10-01,2016
s1911,16.0,2020-10-01,2020
s1912,116.0,2020-10-01,2019
s1913,76.0,2020-10-01,2016
s1914,116.0,2020-10-01,2019
s1914,68.0,2020-10-01,2019
s1915,,2020-10-01,2018
s1916,39.0,2020-10-01,2020
s1916,29.0,2020-10-01,2020
s1917,116.0,2020-10-01,2005
s1917,115.0,2020-10-01,2005
s1918,5.0,2020-10-01,2019
s1919,54.0,2020-10-01,2018
s1920,,2020-10-01,2019
s1921,93.0,2020-10-01,2020
s1922,116.0,2020-10-01,2020
s1922,17.0,2020-10-01,2020
s1923,116.0,2020-10-01,2003
s1924,116.0,2020-10-01,2019
s1925,116.0,2020-10-01,2018
s1926,68.0,2020-10-01,2020
s1927,116.0,2020-09-30,2020
s1928,73.0,2020-09-30,2019
s1929,54.0,2020-09-30,2010
s1930,116.0,2020-09-30,2020
s1931,115.0,2020-09-30,2018
s1931,57.0,2020-09-30,2018
s1932,116.0,2020-09-30,2020
s1933,116.0,2020-09-30,2020
s1934,7.0,2020-09-30,2020
s1935,116.0,2020-09-29,2012
s1936,116.0,2020-09-29,2020
s1937,116.0,2020-09-29,2020
s1938,100.0,2020-09-28,2002
s1938,116.0,2020-09-28,2002
s1939,46.0,2020-09-28,2013
s1940,46.0,2020-09-28,2014
s1941,46.0,2020-09-28,2008
s1942,46.0,2020-09-28,2003
s1943,46.0,2020-09-28,2009
s1944,46.0,2020-09-28,2007
s1945,46.0,2020-09-28,1999
s1946,46.0,2020-09-28,2007
s1947,46.0,2020-09-28,2007
s1948,116.0,2020-09-28,2020
s1949,116.0,2020-09-27,2019
s1950,116.0,2020-09-26,2020
s1951,46.0,2020-09-26,2015
s1952,39.0,2020-09-25,2020
s1953,,2020-09-25,2020
s1954,,2020-09-25,2016
s1955,116.0,2020-09-25,2020
s1956,101.0,2020-09-25,2020
s1957,,2020-09-25,2019
s1958,116.0,2020-09-24,2011
s1958,46.0,2020-09-24,2011
s1959,116.0,2020-09-24,2020
s1960,115.0,2020-09-23,2020
s1961,116.0,2020-09-22,2020
s1962,116.0,2020-09-22,2020
s1963,116.0,2020-09-21,2020
s1964,54.0,2020-09-20,2018
s1965,54.0,2020-09-20,2016
s1966,54.0,2020-09-20,2017
s1967,54.0,2020-09-20,2017
s1968,54.0,2020-09-20,2016
s1969,,2020-09-20,2019
s1970,54.0,2020-09-20,2016
s1971,34.0,2020-09-20,2019
s1972,46.0,2020-09-19,2013
s1973,46.0,2020-09-19,2015
s1974,,2020-09-19,2020
s1975,46.0,2020-09-19,2013
s1976,46.0,2020-09-19,2016
s1977,46.0,2020-09-19,2014
s1978,46.0,2020-09-18,2020
s1979,116.0,2020-09-18,2020
s1980,116.0,2020-09-18,2020
s1981,116.0,2020-09-18,2019
s1982,47.0,2020-09-18,2020
s1983,46.0,2020-09-17,2014
s1984,,2020-09-17,2020
s1985,37.0,2020-09-17,2020
s1986,115.0,2020-09-17,2020
s1987,,2020-09-17,2014
s1988,116.0,2020-09-17,2020
s1989,39.0,2020-09-17,2020
s1990,52.0,2020-09-16,2020
s1991,116.0,2020-09-16,2020
s1992,115.0,2020-09-16,2020
s1992,37.0,2020-09-16,2020
s1992,39.0,2020-09-16,2020
s1992,103.0,2020-09-16,2020
s1993,,2020-09-16,2018
s1994,86.0,2020-09-16,2020
s1995,116.0,2020-09-16,2020
s1996,116.0,2020-09-16,2020
s1997,103.0,2020-09-16,2020
s1998,115.0,2020-09-16,2016
s1998,37.0,2020-09-16,2016
s1998,116.0,2020-09-16,2016
s1998,13.0,2020-09-16,2016
s1998,63.0,2020-09-16,2016
s1998,24.0,2020-09-16,2016
s1998,39.0,2020-09-16,2016
s1999,115.0,2020-09-15,2020
s2000,110.0,2020-09-15,2020
s2000,116.0,2020-09-15,2020
s2001,115.0,2020-09-15,2020
s2002,37.0,2020-09-15,2002
s2002,116.0,2020-09-15,2002
s2003,116.0,2020-09-15,2020
s2004,116.0,2020-09-15,2013
s2004,37.0,2020-09-15,2013
s2004,21.0,2020-09-15,2013
s2004,13.0,2020-09-15,2013
s2005,,2020-09-15,2020
s2006,78.0,2020-09-14,2018
s2007,115.0,2020-09-11,2020
s2007,24.0,2020-09-11,2020
s2008,68.0,2020-09-11,2020
s2009,37.0,2020-09-11,2020
s2010,116.0,2020-09-11,2007
s2011,116.0,2020-09-11,2014
s2012,39.0,2020-09-11,2020
s2012,24.0,2020-09-11,2020
s2012,115.0,2020-09-11,2020
s2013,103.0,2020-09-11,2020
s2014,115.0,2020-09-11,2020
s2015,,2020-09-11,2014
s2016,46.0,2020-09-10,2018
