program_id,country_id,date,year
s5027,24.0,2018-02-23,2016
s5028,37.0,2018-02-23,2018
s5029,115.0,2018-02-23,2018
s5029,39.0,2018-02-23,2018
s5030,116.0,2018-02-23,2018
s5031,115.0,2018-02-22,2017
s5032,101.0,2018-02-21,2017
s5033,115.0,2018-02-20,2017
s5034,54.0,2018-02-19,2017
s5035,5.0,2018-02-16,2018
s5036,116.0,2018-02-16,2018
s5037,116.0,2018-02-16,2018
s5038,116.0,2018-02-16,2018
s5039,54.0,2018-02-15,2017
s5040,116.0,2018-02-14,2018
s5041,46.0,2018-02-14,2018
s5042,116.0,2018-02-09,2018
s5043,115.0,2018-02-09,2018
s5043,21.0,2018-02-09,2018
s5044,38.0,2018-02-09,2018
s5045,116.0,2018-02-09,2018
s5046,,2018-02-06,2018
s5047,116.0,2018-02-06,2017
s5048,116.0,2018-02-05,2018
s5049,116.0,2018-02-02,2018
s5050,,2018-02-02,2018
s5051,44.0,2018-02-02,2017
s5052,101.0,2018-02-02,2017
s5053,116.0,2018-02-01,2017
s5053,68.0,2018-02-01,2017
s5054,116.0,2018-02-01,2017
s5055,116.0,2018-02-01,2016
s5056,39.0,2018-01-31,2017
s5057,116.0,2018-01-30,1998
s5058,115.0,2018-01-30,2016
s5059,103.0,2018-01-29,2017
s5060,116.0,2018-01-26,2018
s5061,96.0,2018-01-26,2018
s5062,68.0,2018-01-26,2018
s5063,5.0,2018-01-26,2018
s5064,116.0,2018-01-26,2018
s5065,17.0,2018-01-25,2017
s5065,116.0,2018-01-25,2017
s5066,101.0,2018-01-24,2017
s5067,25.0,2018-01-24,2018
s5068,116.0,2018-01-23,2018
s5069,,2018-01-22,2017
s5070,116.0,2018-01-22,2018
s5070,76.0,2018-01-22,2018
s5071,54.0,2018-01-20,2017
s5072,116.0,2018-01-19,2018
s5073,116.0,2018-01-19,2018
s5074,21.0,2018-01-19,2018
s5074,116.0,2018-01-19,2018
s5075,115.0,2018-01-18,2017
s5076,103.0,2018-01-18,2017
s5077,25.0,2018-01-17,2018
s5078,54.0,2018-01-17,2017
s5079,116.0,2018-01-16,2018
s5080,102.0,2018-01-15,1980
s5080,46.0,2018-01-15,1980
s5081,46.0,2018-01-15,1986
s5082,7.0,2018-01-15,2017
s5082,114.0,2018-01-15,2017
s5083,116.0,2018-01-12,2018
s5084,29.0,2018-01-12,2017
s5084,116.0,2018-01-12,2017
s5085,116.0,2018-01-12,2018
s5086,101.0,2018-01-12,2017
s5087,116.0,2018-01-12,2018
s5088,25.0,2018-01-10,2018
s5089,46.0,2018-01-09,2017
s5090,,2018-01-08,2016
s5091,115.0,2018-01-06,2017
s5091,116.0,2018-01-06,2017
s5092,116.0,2018-01-05,2016
s5093,54.0,2018-01-05,2018
s5094,116.0,2018-01-02,2017
s5095,103.0,2018-01-01,2017
s5096,54.0,2018-01-01,2003
s5097,54.0,2018-01-01,2010
s5098,115.0,2018-01-01,2018
s5099,54.0,2018-01-01,2000
s5100,37.0,2018-01-01,2017
s5101,116.0,2017-12-31,2017
s5102,116.0,2017-12-31,2017
s5103,21.0,2017-12-30,2016
s5104,37.0,2017-12-29,2017
s5105,37.0,2017-12-29,2017
s5106,,2017-12-29,2015
s5107,39.0,2017-12-27,2017
s5108,116.0,2017-12-26,2017
s5109,116.0,2017-12-26,2017
s5110,,2017-12-25,2017
s5111,116.0,2017-12-23,2017
s5112,115.0,2017-12-23,2017
s5113,7.0,2017-12-22,2017
s5113,116.0,2017-12-22,2017
s5114,116.0,2017-12-22,2017
s5115,5.0,2017-12-21,2017
s5116,21.0,2017-12-20,2017
s5117,68.0,2017-12-20,2016
s5117,116.0,2017-12-20,2016
s5118,115.0,2017-12-19,2017
s5119,21.0,2017-12-19,2017
s5119,39.0,2017-12-19,2017
s5119,100.0,2017-12-19,2017
s5120,101.0,2017-12-18,2017
s5121,,2017-12-15,2015
s5122,116.0,2017-12-15,2017
s5123,46.0,2017-12-15,2017
s5124,116.0,2017-12-15,2017
s5125,101.0,2017-12-15,2015
s5125,24.0,2017-12-15,2015
s5125,116.0,2017-12-15,2015
s5126,116.0,2017-12-15,2017
s5127,116.0,2017-12-14,2017
s5128,116.0,2017-12-12,2017
s5129,,2017-12-11,2016
s5130,116.0,2017-12-08,2017
s5131,46.0,2017-12-08,1986
s5132,46.0,2017-12-08,1991
s5132,102.0,2017-12-08,1991
s5133,7.0,2017-12-07,2006
s5133,116.0,2017-12-07,2006
s5134,116.0,2017-12-06,2017
s5135,116.0,2017-12-05,2017
s5136,46.0,2017-12-02,2017
s5137,54.0,2017-12-02,2017
s5137,116.0,2017-12-02,2017
s5138,116.0,2017-12-01,2017
s5139,116.0,2017-12-01,2017
s5140,65.0,2017-12-01,2015
s5141,116.0,2017-12-01,2017
s5142,54.0,2017-12-01,2017
s5143,46.0,2017-12-01,2017
s5143,68.0,2017-12-01,2017
s5144,38.0,2017-12-01,2017
s5144,39.0,2017-12-01,2017
s5144,37.0,2017-12-01,2017
s5145,37.0,2017-12-01,2017
s5146,,2017-12-01,2015
s5147,114.0,2017-12-01,2016
s5147,90.0,2017-12-01,2016
s5148,116.0,2017-12-01,2017
s5149,116.0,2017-12-01,2017
s5150,115.0,2017-11-30,2017
s5151,115.0,2017-11-27,2017
s5152,46.0,2017-11-27,2017
s5153,116.0,2017-11-24,2017
s5154,103.0,2017-11-24,2016
s5155,54.0,2017-11-24,2017
s5156,,2017-11-24,2017
s5157,,2017-11-23,2017
s5158,101.0,2017-11-22,2017
s5159,116.0,2017-11-22,2017
s5160,116.0,2017-11-22,2017
s5161,7.0,2017-11-21,2017
s5161,21.0,2017-11-21,2017
s5162,116.0,2017-11-21,2017
s5163,116.0,2017-11-21,2017
s5164,116.0,2017-11-17,2017
s5165,21.0,2017-11-17,2017
s5165,116.0,2017-11-17,2017
s5166,116.0,2017-11-17,2017
s5167,116.0,2017-11-17,2017
s5168,116.0,2017-11-17,2017
s5169,116.0,2017-11-17,2017
s5170,54.0,2017-11-15,2014
s5171,91.0,2017-11-15,2015
s5172,116.0,2017-11-14,2017
s5173,21.0,2017-11-11,2017
s5174,54.0,2017-11-10,2017
s5175,54.0,2017-11-10,2017
s5176,116.0,2017-11-10,2017
s5177,68.0,2017-11-10,2017
s5178,16.0,2017-11-10,2017
s5179,54.0,2017-11-07,2017
s5180,116.0,2017-11-07,2002
s5181,116.0,2017-11-07,2017
s5182,116.0,2017-11-07,2016
s5183,116.0,2017-11-06,2017
s5184,46.0,2017-11-05,2017
s5185,,2017-11-03,2015
s5186,21.0,2017-11-03,2017
s5187,46.0,2017-11-01,1978
s5188,103.0,2017-11-01,2016
s5189,114.0,2017-11-01,2016
s5190,39.0,2017-11-01,2016
s5191,24.0,2017-11-01,2017
s5192,,2017-11-01,2010
s5193,,2017-11-01,2007
s5194,,2017-11-01,2009
s5195,,2017-11-01,2008
s5196,96.0,2017-11-01,2009
s5197,116.0,2017-10-31,2017
s5198,116.0,2017-10-31,2016
s5199,116.0,2017-10-30,2017
s5200,21.0,2017-10-28,2017
s5201,116.0,2017-10-27,2017
s5202,116.0,2017-10-27,2017
s5203,116.0,2017-10-26,2016
s5204,116.0,2017-10-25,2015
s5205,115.0,2017-10-24,2017
s5206,21.0,2017-10-24,2017
s5206,116.0,2017-10-24,2017
s5207,115.0,2017-10-24,2017
s5208,116.0,2017-10-20,2017
s5209,116.0,2017-10-20,2017
s5210,116.0,2017-10-20,2017
s5211,116.0,2017-10-20,2017
s5212,116.0,2017-10-20,2017
s5213,37.0,2017-10-19,2017
s5214,116.0,2017-10-17,2017
s5215,46.0,2017-10-16,2017
s5216,,2017-10-16,2016
s5217,,2017-10-16,2012
s5218,46.0,2017-10-16,2017
s5219,76.0,2017-10-15,2015
s5220,37.0,2017-10-15,2017
s5221,46.0,2017-10-15,1960
s5221,65.0,2017-10-15,1960
s5222,116.0,2017-10-15,2015
s5223,39.0,2017-10-13,2016
s5223,55.0,2017-10-13,2016
s5223,75.0,2017-10-13,2016
s5224,111.0,2017-10-13,2016
s5224,37.0,2017-10-13,2016
s5224,39.0,2017-10-13,2016
s5224,86.0,2017-10-13,2016
s5225,68.0,2017-10-13,2017
s5226,115.0,2017-10-13,2017
s5227,116.0,2017-10-13,2017
s5228,116.0,2017-10-13,2017
s5229,93.0,2017-10-12,2016
s5230,103.0,2017-10-12,2017
s5231,116.0,2017-10-10,2017
s5232,54.0,2017-10-06,2017
s5233,24.0,2017-10-06,2017
s5234,41.0,2017-10-06,2017
s5234,116.0,2017-10-06,2017
s5235,116.0,2017-10-03,2017
s5236,101.0,2017-10-01,2012
s5237,54.0,2017-10-01,2016
s5238,116.0,2017-10-01,2017
s5238,21.0,2017-10-01,2017
s5239,103.0,2017-10-01,2017
s5240,116.0,2017-10-01,2016
s5240,52.0,2017-10-01,2016
s5241,116.0,2017-10-01,2017
s5242,21.0,2017-10-01,2016
s5243,,2017-10-01,2012
s5244,37.0,2017-10-01,2016
s5244,115.0,2017-10-01,2016
s5244,116.0,2017-10-01,2016
s5245,116.0,2017-10-01,2004
s5246,116.0,2017-10-01,2000
s5247,96.0,2017-10-01,2013
s5248,96.0,2017-10-01,2009
s5249,79.0,2017-10-01,2016
s5249,39.0,2017-10-01,2016
s5250,68.0,2017-10-01,2017
s5251,109.0,2017-10-01,2017
s5252,115.0,2017-09-30,2017
s5253,116.0,2017-09-29,2017
s5254,116.0,2017-09-29,2017
s5255,,2017-09-29,2015
s5256,116.0,2017-09-29,2017
s5257,,2017-09-29,2017
s5258,115.0,2017-09-29,2017
s5259,116.0,2017-09-29,2017
s5260,,2017-09-29,2014
s5261,37.0,2017-09-27,2015
s5261,71.0,2017-09-27,2015
s5262,116.0,2017-09-26,2017
s5263,116.0,2017-09-26,2017
s5263,54.0,2017-09-26,2017
s5264,21.0,2017-09-25,2017
s5265,21.0,2017-09-24,2014
s5266,103.0,2017-09-24,2017
s5266,5.0,2017-09-24,2017
s5267,116.0,2017-09-22,2017
s5268,116.0,2017-09-22,2016
s5269,116.0,2017-09-19,2017
s5270,116.0,2017-09-18,2017
s5270,21.0,2017-09-18,2017
s5271,19.0,2017-09-15,2017
s5271,116.0,2017-09-15,2017
s5272,116.0,2017-09-15,2017
s5272,30.0,2017-09-15,2017
s5273,116.0,2017-09-15,2017
s5274,116.0,2017-09-13,2017
s5275,7.0,2017-09-13,2017
s5276,116.0,2017-09-12,2017
s5277,116.0,2017-09-12,2017
s5278,116.0,2017-09-08,2017
s5279,103.0,2017-09-08,2016
s5280,23.0,2017-09-08,2017
s5281,116.0,2017-09-08,2017
s5282,,2017-09-08,2017
s5283,116.0,2017-09-05,2016
s5284,116.0,2017-09-05,2017
s5285,116.0,2017-09-05,2016
s5286,116.0,2017-09-05,2017
s5287,116.0,2017-09-04,2016
s5288,116.0,2017-09-04,2016
s5289,109.0,2017-09-01,2017
s5290,109.0,2017-09-01,2017
s5291,46.0,2017-09-01,1988
s5292,,2017-09-01,2017
s5293,54.0,2017-09-01,2012
s5294,54.0,2017-09-01,2013
s5295,116.0,2017-09-01,2006
s5296,46.0,2017-09-01,1976
s5297,46.0,2017-09-01,1983
s5298,54.0,2017-09-01,2017
s5299,54.0,2017-09-01,2007
s5300,116.0,2017-09-01,1988
s5301,46.0,2017-09-01,1973
s5302,116.0,2017-09-01,2017
s5303,116.0,2017-09-01,2017
s5304,46.0,2017-09-01,1974
s5305,46.0,2017-09-01,1989
s5306,116.0,2017-09-01,2017
s5306,25.0,2017-09-01,2017
s5306,68.0,2017-09-01,2017
s5307,39.0,2017-09-01,2016
s5308,116.0,2017-09-01,2017
s5309,37.0,2017-09-01,2016
s5310,46.0,2017-09-01,1984
s5310,102.0,2017-09-01,1984
s5311,5.0,2017-09-01,2016
s5311,103.0,2017-09-01,2016
s5312,24.0,2017-09-01,2016
s5313,115.0,2017-09-01,2016
s5313,52.0,2017-09-01,2016
s5313,51.0,2017-09-01,2016
s5313,84.0,2017-09-01,2016
s5313,116.0,2017-09-01,2016
s5314,5.0,2017-09-01,2017
s5314,117.0,2017-09-01,2017
s5314,103.0,2017-09-01,2017
s5314,37.0,2017-09-01,2017
s5315,5.0,2017-09-01,2016
s5316,116.0,2017-08-29,2017
s5317,116.0,2017-08-26,2016
s5318,7.0,2017-08-25,2017
s5319,116.0,2017-08-25,2017
s5320,116.0,2017-08-22,2017
s5321,116.0,2017-08-18,2017
s5322,116.0,2017-08-18,2017
s5323,116.0,2017-08-18,2011
s5324,115.0,2017-08-18,2017
s5324,37.0,2017-08-18,2017
s5324,116.0,2017-08-18,2017
s5324,13.0,2017-08-18,2017
s5325,111.0,2017-08-15,2013
s5326,116.0,2017-08-15,2017
s5327,116.0,2017-08-15,2015
s5328,54.0,2017-08-15,2017
s5329,116.0,2017-08-14,2017
s5330,116.0,2017-08-12,2017
s5331,68.0,2017-08-12,2015
s5332,116.0,2017-08-11,2017
s5333,116.0,2017-08-10,2015
s5334,116.0,2017-08-10,2017
s5335,46.0,2017-08-07,2017
s5336,,2017-08-07,2017
s5337,,2017-08-07,2017
s5338,46.0,2017-08-07,2015
s5339,,2017-08-07,2015
s5340,,2017-08-07,2015
s5341,116.0,2017-08-06,2015
s5342,37.0,2017-08-05,2016
s5342,21.0,2017-08-05,2016
s5342,24.0,2017-08-05,2016
s5342,19.0,2017-08-05,2016
s5343,68.0,2017-08-04,2017
s5344,116.0,2017-08-04,2017
s5345,115.0,2017-08-04,2017
s5345,37.0,2017-08-04,2017
s5345,13.0,2017-08-04,2017
s5345,116.0,2017-08-04,2017
s5346,116.0,2017-08-04,2017
s5347,103.0,2017-08-03,2017
s5347,39.0,2017-08-03,2017
s5348,96.0,2017-08-01,2011
s5349,109.0,2017-08-01,2016
s5350,101.0,2017-08-01,2014
s5351,91.0,2017-08-01,2015
s5352,50.0,2017-08-01,2016
s5353,,2017-08-01,2016
s5354,116.0,2017-08-01,2016
s5355,109.0,2017-08-01,2016
s5356,91.0,2017-08-01,2014
s5357,,2017-08-01,2016
s5358,,2017-08-01,2017
s5359,116.0,2017-08-01,2016
s5360,7.0,2017-08-01,2016
s5361,,2017-08-01,2017
s5362,23.0,2017-08-01,2016
s5362,37.0,2017-08-01,2016
s5363,96.0,2017-08-01,2011
s5364,115.0,2017-08-01,2013
s5365,37.0,2017-08-01,2015
s5366,115.0,2017-08-01,2012
s5367,115.0,2017-08-01,2009
s5368,116.0,2017-07-28,2017
s5369,116.0,2017-07-28,2017
s5370,116.0,2017-07-25,2017
s5371,106.0,2017-07-24,2016
s5371,116.0,2017-07-24,2016
s5372,46.0,2017-07-18,2017
s5373,116.0,2017-07-18,2017
s5374,103.0,2017-07-17,2017
s5375,103.0,2017-07-15,2017
s5376,116.0,2017-07-14,2017
s5377,116.0,2017-07-14,2017
s5378,116.0,2017-07-14,2017
s5379,116.0,2017-07-13,2014
s5380,116.0,2017-07-13,2014
s5381,116.0,2017-07-07,2017
s5382,21.0,2017-07-07,2017
s5383,24.0,2017-07-07,2015
s5384,24.0,2017-07-07,2012
s5385,24.0,2017-07-07,2012
s5386,116.0,2017-07-07,2017
s5387,24.0,2017-07-07,2008
s5388,37.0,2017-07-01,2012
s5389,111.0,2017-07-01,2016
s5390,7.0,2017-07-01,2011
s5391,96.0,2017-07-01,2014
s5392,46.0,2017-07-01,1966
s5393,116.0,2017-07-01,2012
s5393,21.0,2017-07-01,2012
s5394,,2017-07-01,2010
s5395,75.0,2017-07-01,2018
s5396,111.0,2017-07-01,2016
s5397,46.0,2017-07-01,1971
s5398,115.0,2017-07-01,2015
s5399,46.0,2017-07-01,2013
s5400,96.0,2017-07-01,2014
s5401,46.0,2017-07-01,1962
s5402,,2017-07-01,2014
s5403,103.0,2017-07-01,2016
s5404,96.0,2017-07-01,2011
s5405,96.0,2017-07-01,2016
s5406,96.0,2017-07-01,2009
s5407,96.0,2017-07-01,2012
s5408,96.0,2017-07-01,2014
s5409,46.0,2017-07-01,1994
s5410,96.0,2017-07-01,2014
s5411,96.0,2017-07-01,2012
s5412,103.0,2017-07-01,2016
s5413,116.0,2017-06-30,2017
s5413,21.0,2017-06-30,2017
s5414,116.0,2017-06-30,2017
s5414,115.0,2017-06-30,2017
s5415,54.0,2017-06-30,2017
s5416,101.0,2017-06-28,2017
s5416,116.0,2017-06-28,2017
s5417,116.0,2017-06-27,2017
s5418,116.0,2017-06-26,2015
s5419,75.0,2017-06-23,2017
s5419,116.0,2017-06-23,2017
s5420,116.0,2017-06-23,2017
s5421,46.0,2017-06-21,2016
s5422,116.0,2017-06-21,2017
s5423,116.0,2017-06-20,2014
s5423,54.0,2017-06-20,2014
s5423,21.0,2017-06-20,2014
s5424,116.0,2017-06-20,2017
s5425,116.0,2017-06-20,2017
s5426,116.0,2017-06-16,2016
s5427,116.0,2017-06-16,2017
s5428,116.0,2017-06-16,2017
s5429,52.0,2017-06-16,2017
s5429,116.0,2017-06-16,2017
s5430,46.0,2017-06-15,2017
s5431,16.0,2017-06-15,2017
s5432,115.0,2017-06-15,2017
s5433,116.0,2017-06-13,2017
s5434,101.0,2017-06-10,2016
s5435,101.0,2017-06-10,2016
s5436,101.0,2017-06-10,2017
s5437,101.0,2017-06-10,2016
s5438,24.0,2017-06-10,2015
s5439,101.0,2017-06-10,2016
s5440,101.0,2017-06-09,2017
s5441,21.0,2017-06-09,2017
s5441,116.0,2017-06-09,2017
s5442,46.0,2017-06-05,2017
s5443,47.0,2017-06-03,2016
s5444,103.0,2017-06-02,2016
s5445,115.0,2017-06-02,2016
s5446,116.0,2017-06-02,2017
s5447,101.0,2017-06-02,2017
s5448,46.0,2017-06-01,1993
s5449,115.0,2017-06-01,2017
s5450,116.0,2017-06-01,2016
s5451,115.0,2017-06-01,2017
s5452,115.0,2017-06-01,2017
s5453,46.0,2017-06-01,2015
s5454,116.0,2017-06-01,2016
s5455,16.0,2017-06-01,2017
s5456,37.0,2017-06-01,1993
s5456,115.0,2017-06-01,1993
s5456,46.0,2017-06-01,1993
s5457,21.0,2017-06-01,2017
s5457,116.0,2017-06-01,2017
s5458,96.0,2017-06-01,2015
s5459,,2017-06-01,2016
s5460,116.0,2017-06-01,2015
s5461,46.0,2017-06-01,1995
s5462,46.0,2017-06-01,1969
s5463,46.0,2017-06-01,1998
s5464,103.0,2017-06-01,2016
s5465,30.0,2017-06-01,2016
s5466,96.0,2017-06-01,2016
s5467,115.0,2017-06-01,2017
s5468,115.0,2017-05-31,2011
s5469,116.0,2017-05-30,2017
s5470,46.0,2017-05-29,2017
s5471,116.0,2017-05-26,2017
s5472,116.0,2017-05-26,2017
s5473,46.0,2017-05-26,2017
s5474,116.0,2017-05-26,2017
s5475,37.0,2017-05-23,2016
s5476,,2017-05-23,2017
s5477,54.0,2017-05-19,2017
s5478,110.0,2017-05-19,2017
s5479,16.0,2017-05-19,2017
s5480,116.0,2017-05-19,2017
s5481,116.0,2017-05-16,2017
s5482,46.0,2017-05-15,1992
s5483,46.0,2017-05-15,1994
s5484,116.0,2017-05-15,2016
s5485,116.0,2017-05-15,2010
s5486,46.0,2017-05-15,1995
s5487,29.0,2017-05-15,2016
s5487,97.0,2017-05-15,2016
s5488,39.0,2017-05-13,2016
s5488,116.0,2017-05-13,2016
s5489,,2017-05-12,2017
s5490,116.0,2017-05-12,2017
s5491,115.0,2017-05-12,2017
s5492,37.0,2017-05-12,2017
s5492,21.0,2017-05-12,2017
s5493,116.0,2017-05-09,2017
s5494,116.0,2017-05-05,2017
s5495,7.0,2017-05-05,2017
s5496,68.0,2017-05-05,2017
s5497,116.0,2017-05-05,2017
s5498,116.0,2017-05-02,2017
s5499,96.0,2017-05-01,2016
s5499,37.0,2017-05-01,2016
s5500,46.0,2017-05-01,1996
s5501,46.0,2017-05-01,1996
s5502,37.0,2017-05-01,2016
s5502,13.0,2017-05-01,2016
s5503,37.0,2017-05-01,2016
s5503,13.0,2017-05-01,2016
s5504,115.0,2017-05-01,2017
s5505,21.0,2017-05-01,2017
s5506,46.0,2017-05-01,2015
s5507,21.0,2017-05-01,2016
s5508,103.0,2017-05-01,2016
s5508,107.0,2017-05-01,2016
s5509,116.0,2017-04-28,2017
s5509,7.0,2017-04-28,2017
s5509,24.0,2017-04-28,2017
s5510,101.0,2017-04-28,2015
s5511,101.0,2017-04-28,2010
s5512,116.0,2017-04-28,2017
s5513,21.0,2017-04-28,2017
s5513,116.0,2017-04-28,2017
s5514,101.0,2017-04-28,2015
s5515,103.0,2017-04-27,2017
s5516,46.0,2017-04-25,2016
s5517,100.0,2017-04-25,2016
s5517,116.0,2017-04-25,2016
s5517,39.0,2017-04-25,2016
s5518,106.0,2017-04-25,2016
s5519,116.0,2017-04-25,2017
s5520,21.0,2017-04-22,2016
s5521,116.0,2017-04-21,2017
s5522,116.0,2017-04-21,2017
s5523,116.0,2017-04-21,2017
s5524,116.0,2017-04-21,2017
s5525,116.0,2017-04-21,2017
s5526,116.0,2017-04-18,2017
s5527,39.0,2017-04-15,2014
s5528,39.0,2017-04-15,2014
s5529,39.0,2017-04-15,2016
s5530,52.0,2017-04-15,2017
s5531,78.0,2017-04-15,2016
s5532,37.0,2017-04-14,2016
s5532,13.0,2017-04-14,2016
s5533,103.0,2017-04-14,2016
s5534,116.0,2017-04-14,2017
s5535,68.0,2017-04-12,2016
s5536,116.0,2017-04-11,2016
s5537,116.0,2017-04-10,2017
s5538,101.0,2017-04-10,2016
s5539,116.0,2017-04-07,2017
s5540,103.0,2017-04-07,2016
s5540,5.0,2017-04-07,2016
s5541,116.0,2017-04-07,2017
s5542,116.0,2017-04-04,2017
s5543,111.0,2017-04-01,2005
s5544,16.0,2017-04-01,2016
s5545,116.0,2017-04-01,2016
s5546,46.0,2017-04-01,1971
s5547,116.0,2017-04-01,2015
s5548,46.0,2017-04-01,2014
s5549,116.0,2017-04-01,2010
s5550,46.0,2017-04-01,1975
s5551,103.0,2017-04-01,2017
s5552,5.0,2017-04-01,2016
s5553,103.0,2017-04-01,2016
s5554,115.0,2017-03-31,2016
s5555,,2017-03-31,2017
s5556,115.0,2017-03-31,2016
s5557,116.0,2017-03-31,2017
s5558,116.0,2017-03-28,2017
s5559,116.0,2017-03-24,2017
s5559,115.0,2017-03-24,2017
s5559,7.0,2017-03-24,2017
s5560,16.0,2017-03-24,2017
s5561,116.0,2017-03-24,2016
s5562,116.0,2017-03-24,2017
s5563,116.0,2017-03-21,2017
s5564,54.0,2017-03-20,2015
s5565,116.0,2017-03-18,2016
s5566,116.0,2017-03-17,2017
s5567,116.0,2017-03-17,2017
s5568,7.0,2017-03-17,2015
s5569,101.0,2017-03-17,2016
s5570,54.0,2017-03-17,2017
s5571,115.0,2017-03-16,1992
s5571,54.0,2017-03-16,1992
s5571,116.0,2017-03-16,1992
s5572,46.0,2017-03-15,2001
s5573,21.0,2017-03-15,2006
s5574,115.0,2017-03-15,2016
s5575,46.0,2017-03-15,2001
s5576,116.0,2017-03-14,2016
s5577,116.0,2017-03-14,2017
s5578,87.0,2017-03-10,2016
s5578,103.0,2017-03-10,2016
s5579,116.0,2017-03-10,2017
s5580,116.0,2017-03-10,2017
s5581,101.0,2017-03-10,2016
s5582,111.0,2017-03-10,2013
s5583,116.0,2017-03-07,2017
s5584,115.0,2017-03-01,2010
s5585,46.0,2017-03-01,2016
s5586,101.0,2017-03-01,2016
s5587,116.0,2017-02-28,2017
s5588,46.0,2017-02-27,2016
s5589,16.0,2017-02-26,2015
s5590,16.0,2017-02-25,2015
s5591,116.0,2017-02-24,2017
s5592,68.0,2017-02-24,2017
s5593,101.0,2017-02-24,2016
s5594,111.0,2017-02-22,2015
s5595,116.0,2017-02-21,2017
s5596,103.0,2017-02-19,2016
s5597,116.0,2017-02-19,2016
s5598,103.0,2017-02-19,2016
s5598,52.0,2017-02-19,2016
s5598,5.0,2017-02-19,2016
s5599,101.0,2017-02-17,2013
s5600,46.0,2017-02-17,2016
s5601,39.0,2017-02-15,2015
s5602,101.0,2017-02-15,2016
s5603,21.0,2017-02-15,2010
s5604,101.0,2017-02-15,2016
s5605,103.0,2017-02-15,2016
s5606,23.0,2017-02-15,2015
s5606,103.0,2017-02-15,2015
s5606,5.0,2017-02-15,2015
s5606,39.0,2017-02-15,2015
s5607,116.0,2017-02-14,2017
s5608,115.0,2017-02-14,2017
s5609,101.0,2017-02-14,2016
s5610,54.0,2017-02-10,2017
s5611,115.0,2017-02-10,2016
s5611,116.0,2017-02-10,2016
s5612,52.0,2017-02-10,2017
s5613,121.0,2017-02-10,1977
s5614,116.0,2017-02-07,2017
s5615,68.0,2017-02-03,2017
s5616,116.0,2017-02-03,2014
s5617,46.0,2017-02-01,2015
s5618,46.0,2017-02-01,2014
s5619,46.0,2017-02-01,2015
s5620,103.0,2017-02-01,2016
s5621,103.0,2017-02-01,2016
s5622,21.0,2017-02-01,2014
s5622,116.0,2017-02-01,2014
s5623,116.0,2017-01-31,2017
s5624,68.0,2017-01-31,2015
s5625,37.0,2017-01-29,2016
s5626,115.0,2017-01-27,2017
s5627,16.0,2017-01-25,2016
s5628,116.0,2017-01-24,2017
s5629,37.0,2017-01-23,2017
s5630,46.0,2017-01-20,2016
s5631,116.0,2017-01-20,2017
s5632,116.0,2017-01-17,2017
s5633,39.0,2017-01-15,2008
s5634,8.0,2017-01-15,2014
s5634,29.0,2017-01-15,2014
s5635,39.0,2017-01-15,2014
s5636,39.0,2017-01-15,2014
s5637,37.0,2017-01-13,2016
s5638,116.0,2017-01-13,2017
s5639,60.0,2017-01-12,2015
s5639,89.0,2017-01-12,2015
s5640,116.0,2017-01-10,2017
s5641,116.0,2017-01-10,2017
s5642,115.0,2017-01-07,2016
s5642,55.0,2017-01-07,2016
s5642,89.0,2017-01-07,2016
s5642,48.0,2017-01-07,2016
s5643,116.0,2017-01-06,2017
s5644,116.0,2017-01-06,2013
s5645,21.0,2017-01-05,2016
s5646,116.0,2017-01-04,2016
s5647,116.0,2017-01-03,2017
s5648,46.0,2017-01-01,2016
s5649,116.0,2017-01-01,2007
s5650,37.0,2017-01-01,2011
s5650,13.0,2017-01-01,2011
s5651,116.0,2017-01-01,1999
s5652,46.0,2017-01-01,2016
s5653,68.0,2016-12-31,2016
s5654,101.0,2016-12-30,2016
s5655,54.0,2016-12-27,2016
s5656,116.0,2016-12-27,2016
s5657,68.0,2016-12-23,2016
s5658,116.0,2016-12-23,2016
s5659,116.0,2016-12-23,2018
s5660,37.0,2016-12-20,2016
s5660,101.0,2016-12-20,2016
s5660,54.0,2016-12-20,2016
s5661,116.0,2016-12-20,2016
s5662,116.0,2016-12-16,2016
s5663,115.0,2016-12-16,2016
s5664,116.0,2016-12-16,2016
s5665,39.0,2016-12-15,2015
s5666,101.0,2016-12-15,2012
s5667,115.0,2016-12-15,2015
s5668,101.0,2016-12-15,2012
s5669,101.0,2016-12-15,2012
s5670,101.0,2016-12-15,2011
s5671,24.0,2016-12-15,2016
s5672,101.0,2016-12-15,2012
s5673,54.0,2016-12-15,2001
s5674,101.0,2016-12-15,2012
s5675,115.0,2016-12-15,2012
s5676,101.0,2016-12-15,2012
s5677,51.0,2016-12-15,2016
s5677,39.0,2016-12-15,2016
s5677,37.0,2016-12-15,2016
s5678,21.0,2016-12-13,2017
s5678,54.0,2016-12-13,2017
s5678,75.0,2016-12-13,2017
s5679,68.0,2016-12-12,2016
s5680,116.0,2016-12-11,2016
s5681,115.0,2016-12-09,2016
s5682,116.0,2016-12-09,2015
s5683,116.0,2016-12-09,2016
s5683,44.0,2016-12-09,2016
s5684,116.0,2016-12-09,2016
s5685,109.0,2016-12-08,2016
s5686,116.0,2016-12-08,2016
s5687,37.0,2016-12-08,2015
s5687,39.0,2016-12-08,2015
s5688,116.0,2016-12-06,2016
s5689,116.0,2016-12-06,2016
s5690,116.0,2016-12-06,2016
